Dataset,Panel,Outcome,ParamID,Condition,Method,Alpha,Baseline,Value,Delta,Replicates,dropout_mid,doublet_frac,cell_frac,gene_frac,meanlog,sdlog
Simulation 1,c,Louvain ARI,2,dropout,Ball,0.1,0.991941997935369,0.992753273337238,0.000811275401868983,10,-1,,,,,
Simulation 1,c,Louvain ARI,3,dropout,Ball,0.1,0.965907467344949,0.965317043557762,-0.000590423787186989,10,0,,,,,
Simulation 1,c,Louvain ARI,4,dropout,Ball,0.1,0.81230981455837,0.819993269874834,0.00768345531646397,10,1,,,,,
Simulation 1,c,Louvain ARI,5,dropout,Ball,0.1,0.537762045015349,0.49838857437884,-0.039373470636509,10,2,,,,,
Simulation 1,c,Louvain ARI,6,dropout,Ball,0.1,0.180039918355689,0.181513541682138,0.00147362332644901,10,3,,,,,
Simulation 1,c,Louvain ARI,7,doublet,Ball,0.1,0.96556647223404,0.963492333548844,-0.00207413868519601,10,,0.02,,,,
Simulation 1,c,Louvain ARI,8,doublet,Ball,0.1,0.962171876202027,0.960480297796746,-0.001691578405281,10,,0.05,,,,
Simulation 1,c,Louvain ARI,9,doublet,Ball,0.1,0.957146389003153,0.957000180750016,-0.000146208253136937,10,,0.08,,,,
Simulation 1,c,Louvain ARI,10,doublet,Ball,0.1,0.957116225878372,0.957722919038122,0.000606693159750038,10,,0.1,,,,
Simulation 1,c,Louvain ARI,11,doublet,Ball,0.1,0.955374953399638,0.957502415997971,0.00212746259833307,10,,0.15,,,,
Simulation 1,c,Louvain ARI,12,shift,Ball,0.1,0.967249964303784,0.963575967967346,-0.00367399633643795,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,13,shift,Ball,0.1,0.963550646234861,0.964576937493066,0.00102629125820497,10,,,0.04,0.1,2,0.3
Simulation 1,c,Louvain ARI,14,shift,Ball,0.1,0.962076798653917,0.9646325211092,0.00255572245528291,10,,,0.06,0.1,2,0.3
Simulation 1,c,Louvain ARI,15,shift,Ball,0.1,0.964153882383802,0.963078319248674,-0.00107556313512791,10,,,0.08,0.1,2,0.3
Simulation 1,c,Louvain ARI,16,shift,Ball,0.1,0.962734973003318,0.96425135266141,0.00151637965809204,10,,,0.1,0.1,2,0.3
Simulation 1,c,Louvain ARI,17,shift,Ball,0.1,0.963196357329602,0.96393400909136,0.000737651761757996,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,Louvain ARI,18,shift,Ball,0.1,0.967249964303784,0.963575967967346,-0.00367399633643795,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,19,shift,Ball,0.1,0.96498633612089,0.963353682636431,-0.00163265348445907,10,,,0.02,0.1,3,0.3
Simulation 1,c,Louvain ARI,20,shift,Ball,0.1,0.963880215425284,0.963510697501545,-0.00036951792373896,10,,,0.02,0.1,4,0.3
Simulation 1,c,Louvain ARI,21,shift,Ball,0.1,0.965333910439161,0.96344691086658,-0.00188699957258098,10,,,0.02,0.1,5,0.3
Simulation 1,c,Louvain ARI,1,clean,Ball,0.2,0.965907467344949,0.962078422222628,-0.00382904512232107,10,,,,,,
Simulation 1,c,Louvain ARI,2,dropout,Ball,0.2,0.991941997935369,0.993235155117254,0.00129315718188505,10,-1,,,,,
Simulation 1,c,Louvain ARI,3,dropout,Ball,0.2,0.965907467344949,0.962078422222628,-0.00382904512232107,10,0,,,,,
Simulation 1,c,Louvain ARI,4,dropout,Ball,0.2,0.81230981455837,0.788612823701765,-0.023696990856605,10,1,,,,,
Simulation 1,c,Louvain ARI,5,dropout,Ball,0.2,0.537762045015349,0.529925433393477,-0.00783661162187199,10,2,,,,,
Simulation 1,c,Louvain ARI,6,dropout,Ball,0.2,0.180039918355689,0.158495123064261,-0.021544795291428,10,3,,,,,
Simulation 1,c,Louvain ARI,7,doublet,Ball,0.2,0.96556647223404,0.964530598937242,-0.001035873296798,10,,0.02,,,,
Simulation 1,c,Louvain ARI,8,doublet,Ball,0.2,0.962171876202027,0.960967195281685,-0.00120468092034209,10,,0.05,,,,
Simulation 1,c,Louvain ARI,9,doublet,Ball,0.2,0.957146389003153,0.955616012449272,-0.001530376553881,10,,0.08,,,,
Simulation 1,c,Louvain ARI,10,doublet,Ball,0.2,0.957116225878372,0.953946341076872,-0.00316988480149993,10,,0.1,,,,
Simulation 1,c,Louvain ARI,11,doublet,Ball,0.2,0.955374953399638,0.948926681863455,-0.00644827153618299,10,,0.15,,,,
Simulation 1,c,Louvain ARI,12,shift,Ball,0.2,0.967249964303784,0.96238524217118,-0.00486472213260392,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,13,shift,Ball,0.2,0.963550646234861,0.960225024396717,-0.003325621838144,10,,,0.04,0.1,2,0.3
Simulation 1,c,Louvain ARI,14,shift,Ball,0.2,0.962076798653917,0.961945476075982,-0.000131322577935022,10,,,0.06,0.1,2,0.3
Simulation 1,c,Louvain ARI,15,shift,Ball,0.2,0.964153882383802,0.961763516310768,-0.002390366073034,10,,,0.08,0.1,2,0.3
Simulation 1,c,Louvain ARI,16,shift,Ball,0.2,0.962734973003318,0.96289504156855,0.000160068565231986,10,,,0.1,0.1,2,0.3
Simulation 1,c,Louvain ARI,17,shift,Ball,0.2,0.963196357329602,0.962623241389046,-0.000573115940555979,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,Louvain ARI,18,shift,Ball,0.2,0.967249964303784,0.96238524217118,-0.00486472213260392,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,19,shift,Ball,0.2,0.96498633612089,0.963574142524725,-0.00141219359616507,10,,,0.02,0.1,3,0.3
Simulation 1,c,Louvain ARI,20,shift,Ball,0.2,0.963880215425284,0.962387016568696,-0.00149319885658805,10,,,0.02,0.1,4,0.3
Simulation 1,c,Louvain ARI,21,shift,Ball,0.2,0.965333910439161,0.962823117926962,-0.00251079251219899,10,,,0.02,0.1,5,0.3
Simulation 1,c,Louvain ARI,1,clean,LR,0.1,0.96380582657139,0.964042273740467,0.000236447169077003,10,,,,,,
Simulation 1,c,Louvain ARI,2,dropout,LR,0.1,0.992283713226353,0.992571887449083,0.000288174222729976,10,-1,,,,,
Simulation 1,c,Louvain ARI,3,dropout,LR,0.1,0.96380582657139,0.964042273740467,0.000236447169077003,10,0,,,,,
Simulation 1,c,Louvain ARI,4,dropout,LR,0.1,0.820573746068238,0.81821506122069,-0.00235868484754798,10,1,,,,,
Simulation 1,c,Louvain ARI,5,dropout,LR,0.1,0.528128500829383,0.509994698394146,-0.018133802435237,10,2,,,,,
Simulation 1,c,Louvain ARI,6,dropout,LR,0.1,0.17244563494807,0.181243554821909,0.00879791987383899,10,3,,,,,
Simulation 1,c,Louvain ARI,7,doublet,LR,0.1,0.965109797542911,0.965730949828056,0.000621152285144921,10,,0.02,,,,
Simulation 1,c,Louvain ARI,8,doublet,LR,0.1,0.962976045477971,0.960877124299433,-0.00209892117853805,10,,0.05,,,,
Simulation 1,c,Louvain ARI,9,doublet,LR,0.1,0.95994474070724,0.956856462768226,-0.00308827793901401,10,,0.08,,,,
Simulation 1,c,Louvain ARI,10,doublet,LR,0.1,0.959334284886355,0.956143737894496,-0.00319054699185894,10,,0.1,,,,
Simulation 1,c,Louvain ARI,11,doublet,LR,0.1,0.952223907336048,0.953492012266315,0.00126810493026697,10,,0.15,,,,
Simulation 1,c,Louvain ARI,12,shift,LR,0.1,0.964094104236016,0.963917233018702,-0.000176871217314023,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,13,shift,LR,0.1,0.964111371576304,0.964147056091582,3.56845152780227e-05,10,,,0.04,0.1,2,0.3
Simulation 1,c,Louvain ARI,14,shift,LR,0.1,0.963450761266693,0.962093902768086,-0.00135685849860701,10,,,0.06,0.1,2,0.3
Simulation 1,c,Louvain ARI,15,shift,LR,0.1,0.963770829253456,0.96393883939897,0.00016801014551393,10,,,0.08,0.1,2,0.3
Simulation 1,c,Louvain ARI,16,shift,LR,0.1,0.964466028271195,0.96195952748752,-0.00250650078367498,10,,,0.1,0.1,2,0.3
Simulation 1,c,Louvain ARI,17,shift,LR,0.1,0.964562626045803,0.963116015887305,-0.00144661015849801,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,Louvain ARI,18,shift,LR,0.1,0.964094104236016,0.963917233018702,-0.000176871217314023,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,19,shift,LR,0.1,0.963784079487252,0.963081309200247,-0.000702770287004939,10,,,0.02,0.1,3,0.3
Simulation 1,c,Louvain ARI,20,shift,LR,0.1,0.964173403608649,0.963742921514265,-0.00043048209438401,10,,,0.02,0.1,4,0.3
Simulation 1,c,Louvain ARI,21,shift,LR,0.1,0.96336475722,0.964218161534281,0.000853404314280937,10,,,0.02,0.1,5,0.3
Simulation 1,c,Louvain ARI,1,clean,LR,0.2,0.96380582657139,0.963415774096016,-0.000390052475374048,10,,,,,,
Simulation 1,c,Louvain ARI,2,dropout,LR,0.2,0.992283713226353,0.992953089418185,0.00066937619183205,10,-1,,,,,
Simulation 1,c,Louvain ARI,3,dropout,LR,0.2,0.96380582657139,0.963415774096016,-0.000390052475374048,10,0,,,,,
Simulation 1,c,Louvain ARI,4,dropout,LR,0.2,0.820573746068238,0.823404614263281,0.00283086819504308,10,1,,,,,
Simulation 1,c,Louvain ARI,5,dropout,LR,0.2,0.528128500829383,0.526120037912074,-0.00200846291730905,10,2,,,,,
Simulation 1,c,Louvain ARI,6,dropout,LR,0.2,0.17244563494807,0.163018432165873,-0.009427202782197,10,3,,,,,
Simulation 1,c,Louvain ARI,7,doublet,LR,0.2,0.965109797542911,0.963119431145065,-0.001990366397846,10,,0.02,,,,
Simulation 1,c,Louvain ARI,8,doublet,LR,0.2,0.962976045477971,0.961697963882652,-0.00127808159531895,10,,0.05,,,,
Simulation 1,c,Louvain ARI,9,doublet,LR,0.2,0.95994474070724,0.956324950835558,-0.00361978987168199,10,,0.08,,,,
Simulation 1,c,Louvain ARI,10,doublet,LR,0.2,0.959334284886355,0.953724406040637,-0.00560987884571795,10,,0.1,,,,
Simulation 1,c,Louvain ARI,11,doublet,LR,0.2,0.952223907336048,0.95592701406776,0.00370310673171204,10,,0.15,,,,
Simulation 1,c,Louvain ARI,12,shift,LR,0.2,0.964094104236016,0.965862024293335,0.00176792005731896,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,13,shift,LR,0.2,0.964111371576304,0.962907572033529,-0.00120379954277505,10,,,0.04,0.1,2,0.3
Simulation 1,c,Louvain ARI,14,shift,LR,0.2,0.963450761266693,0.963500465100085,4.97038333919786e-05,10,,,0.06,0.1,2,0.3
Simulation 1,c,Louvain ARI,15,shift,LR,0.2,0.963770829253456,0.962565178239384,-0.001205651014072,10,,,0.08,0.1,2,0.3
Simulation 1,c,Louvain ARI,16,shift,LR,0.2,0.964466028271195,0.962310419447375,-0.00215560882381993,10,,,0.1,0.1,2,0.3
Simulation 1,c,Louvain ARI,17,shift,LR,0.2,0.964562626045803,0.96394440375007,-0.000618222295733051,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,Louvain ARI,18,shift,LR,0.2,0.964094104236016,0.965862024293335,0.00176792005731896,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,19,shift,LR,0.2,0.963784079487252,0.963562005042496,-0.000222074444755971,10,,,0.02,0.1,3,0.3
Simulation 1,c,Louvain ARI,20,shift,LR,0.2,0.964173403608649,0.966407844667976,0.00223444105932702,10,,,0.02,0.1,4,0.3
Simulation 1,c,Louvain ARI,21,shift,LR,0.2,0.96336475722,0.964633821578578,0.00126906435857799,10,,,0.02,0.1,5,0.3
Simulation 1,c,Louvain ARI,1,clean,Quad,0.1,0.965565723744542,0.96535199148841,-0.000213732256131971,10,,,,,,
Simulation 1,c,Louvain ARI,2,dropout,Quad,0.1,0.992424136845512,0.992007832958289,-0.000416303887223024,10,-1,,,,,
Simulation 1,c,Louvain ARI,3,dropout,Quad,0.1,0.965565723744542,0.96535199148841,-0.000213732256131971,10,0,,,,,
Simulation 1,c,Louvain ARI,4,dropout,Quad,0.1,0.830434795141011,0.822779045606352,-0.00765574953465908,10,1,,,,,
Simulation 1,c,Louvain ARI,5,dropout,Quad,0.1,0.526874776477033,0.514231206509758,-0.012643569967275,10,2,,,,,
Simulation 1,c,Louvain ARI,6,dropout,Quad,0.1,0.178852415651686,0.166773342537979,-0.012079073113707,10,3,,,,,
Simulation 1,c,Louvain ARI,7,doublet,Quad,0.1,0.964475141226446,0.964516193100507,4.10518740610044e-05,10,,0.02,,,,
Simulation 1,c,Louvain ARI,8,doublet,Quad,0.1,0.961895740064761,0.959758009267923,-0.00213773079683799,10,,0.05,,,,
Simulation 1,c,Louvain ARI,9,doublet,Quad,0.1,0.960113415012955,0.960582585655528,0.000469170642573014,10,,0.08,,,,
Simulation 1,c,Louvain ARI,10,doublet,Quad,0.1,0.957215713623649,0.955501553930432,-0.00171415969321698,10,,0.1,,,,
Simulation 1,c,Louvain ARI,11,doublet,Quad,0.1,0.951337069159756,0.95251705051996,0.00117998136020403,10,,0.15,,,,
Simulation 1,c,Louvain ARI,12,shift,Quad,0.1,0.963522223124956,0.964827190262072,0.00130496713711603,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,13,shift,Quad,0.1,0.964001294705006,0.964255158365861,0.000253863660855003,10,,,0.04,0.1,2,0.3
Simulation 1,c,Louvain ARI,14,shift,Quad,0.1,0.964027139832166,0.963064898407186,-0.000962241424980026,10,,,0.06,0.1,2,0.3
Simulation 1,c,Louvain ARI,15,shift,Quad,0.1,0.96409312097291,0.962767646793123,-0.00132547417978701,10,,,0.08,0.1,2,0.3
Simulation 1,c,Louvain ARI,16,shift,Quad,0.1,0.962352079882773,0.962211467540692,-0.00014061234208107,10,,,0.1,0.1,2,0.3
Simulation 1,c,Louvain ARI,17,shift,Quad,0.1,0.965320848272482,0.9654700892016,0.000149240929118055,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,Louvain ARI,18,shift,Quad,0.1,0.963522223124956,0.964827190262072,0.00130496713711603,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,19,shift,Quad,0.1,0.964874700490028,0.963384451431685,-0.00149024905834294,10,,,0.02,0.1,3,0.3
Simulation 1,c,Louvain ARI,20,shift,Quad,0.1,0.964269453954032,0.964346384915851,7.69309618190439e-05,10,,,0.02,0.1,4,0.3
Simulation 1,c,Louvain ARI,21,shift,Quad,0.1,0.96456350994858,0.963423707224865,-0.00113980272371494,10,,,0.02,0.1,5,0.3
Simulation 1,c,Louvain ARI,1,clean,Quad,0.2,0.965565723744542,0.963825464123683,-0.001740259620859,10,,,,,,
Simulation 1,c,Louvain ARI,2,dropout,Quad,0.2,0.992424136845512,0.992105105040274,-0.000319031805237957,10,-1,,,,,
Simulation 1,c,Louvain ARI,3,dropout,Quad,0.2,0.965565723744542,0.963825464123683,-0.001740259620859,10,0,,,,,
Simulation 1,c,Louvain ARI,4,dropout,Quad,0.2,0.830434795141011,0.820263640518658,-0.0101711546223531,10,1,,,,,
Simulation 1,c,Louvain ARI,5,dropout,Quad,0.2,0.526874776477033,0.521763703992408,-0.00511107248462495,10,2,,,,,
Simulation 1,c,Louvain ARI,6,dropout,Quad,0.2,0.178852415651686,0.185471634333504,0.006619218681818,10,3,,,,,
Simulation 1,c,Louvain ARI,7,doublet,Quad,0.2,0.964475141226446,0.964272886057734,-0.000202255168711973,10,,0.02,,,,
Simulation 1,c,Louvain ARI,8,doublet,Quad,0.2,0.961895740064761,0.957820846434076,-0.00407489363068503,10,,0.05,,,,
Simulation 1,c,Louvain ARI,9,doublet,Quad,0.2,0.960113415012955,0.958399435427669,-0.00171397958528596,10,,0.08,,,,
Simulation 1,c,Louvain ARI,10,doublet,Quad,0.2,0.957215713623649,0.956720188168017,-0.000495525455632029,10,,0.1,,,,
Simulation 1,c,Louvain ARI,11,doublet,Quad,0.2,0.951337069159756,0.952315874277531,0.000978805117774928,10,,0.15,,,,
Simulation 1,c,Louvain ARI,12,shift,Quad,0.2,0.963522223124956,0.964341180443094,0.000818957318138081,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,13,shift,Quad,0.2,0.964001294705006,0.963411934395904,-0.00058936030910195,10,,,0.04,0.1,2,0.3
Simulation 1,c,Louvain ARI,14,shift,Quad,0.2,0.964027139832166,0.962669481784293,-0.00135765804787302,10,,,0.06,0.1,2,0.3
Simulation 1,c,Louvain ARI,15,shift,Quad,0.2,0.96409312097291,0.963139851759102,-0.000953269213808006,10,,,0.08,0.1,2,0.3
Simulation 1,c,Louvain ARI,16,shift,Quad,0.2,0.962352079882773,0.964518334478821,0.00216625459604791,10,,,0.1,0.1,2,0.3
Simulation 1,c,Louvain ARI,17,shift,Quad,0.2,0.965320848272482,0.965180850517312,-0.00013999775517004,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,Louvain ARI,18,shift,Quad,0.2,0.963522223124956,0.964341180443094,0.000818957318138081,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,19,shift,Quad,0.2,0.964874700490028,0.965235253761345,0.00036055327131701,10,,,0.02,0.1,3,0.3
Simulation 1,c,Louvain ARI,20,shift,Quad,0.2,0.964269453954032,0.964661178354612,0.000391724400579996,10,,,0.02,0.1,4,0.3
Simulation 1,c,Louvain ARI,21,shift,Quad,0.2,0.96456350994858,0.964358855163126,-0.00020465478545395,10,,,0.02,0.1,5,0.3
Simulation 1,c,Louvain ARI,1,clean,Shell,0.1,0.965148023755569,0.963771372871465,-0.00137665088410399,10,,,,,,
Simulation 1,c,Louvain ARI,2,dropout,Shell,0.1,0.992756483710574,0.992489316101044,-0.00026716760953005,10,-1,,,,,
Simulation 1,c,Louvain ARI,3,dropout,Shell,0.1,0.965148023755569,0.963771372871465,-0.00137665088410399,10,0,,,,,
Simulation 1,c,Louvain ARI,4,dropout,Shell,0.1,0.820883781005559,0.817986795595498,-0.002896985410061,10,1,,,,,
Simulation 1,c,Louvain ARI,5,dropout,Shell,0.1,0.530232220535669,0.541583916245173,0.011351695709504,10,2,,,,,
Simulation 1,c,Louvain ARI,6,dropout,Shell,0.1,0.16578839323532,0.173718900784282,0.00793050754896202,10,3,,,,,
Simulation 1,c,Louvain ARI,7,doublet,Shell,0.1,0.963984003798037,0.963047402974883,-0.000936600823153944,10,,0.02,,,,
Simulation 1,c,Louvain ARI,8,doublet,Shell,0.1,0.960501218697883,0.959920156242154,-0.000581062455728976,10,,0.05,,,,
Simulation 1,c,Louvain ARI,9,doublet,Shell,0.1,0.956545181443392,0.95909358743239,0.00254840598899808,10,,0.08,,,,
Simulation 1,c,Louvain ARI,10,doublet,Shell,0.1,0.956430962756539,0.955066069362733,-0.00136489339380608,10,,0.1,,,,
Simulation 1,c,Louvain ARI,11,doublet,Shell,0.1,0.950888819705687,0.951898304765083,0.00100948505939602,10,,0.15,,,,
Simulation 1,c,Louvain ARI,12,shift,Shell,0.1,0.9654958797639,0.965051388583369,-0.000444491180530915,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,13,shift,Shell,0.1,0.964496970115444,0.964249304848202,-0.000247665267241959,10,,,0.04,0.1,2,0.3
Simulation 1,c,Louvain ARI,14,shift,Shell,0.1,0.963020401155116,0.965570160707285,0.00254975955216896,10,,,0.06,0.1,2,0.3
Simulation 1,c,Louvain ARI,15,shift,Shell,0.1,0.964668208344427,0.964545139793378,-0.000123068551049044,10,,,0.08,0.1,2,0.3
Simulation 1,c,Louvain ARI,16,shift,Shell,0.1,0.960974513162441,0.961870582695657,0.000896069533215971,10,,,0.1,0.1,2,0.3
Simulation 1,c,Louvain ARI,17,shift,Shell,0.1,0.965037581731322,0.963534831086143,-0.00150275064517902,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,Louvain ARI,18,shift,Shell,0.1,0.9654958797639,0.965051388583369,-0.000444491180530915,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,19,shift,Shell,0.1,0.96343526325744,0.964068272443763,0.00063300918632303,10,,,0.02,0.1,3,0.3
Simulation 1,c,Louvain ARI,20,shift,Shell,0.1,0.962194504340575,0.962259595570077,6.50912295020456e-05,10,,,0.02,0.1,4,0.3
Simulation 1,c,Louvain ARI,21,shift,Shell,0.1,0.962726479999572,0.962632747825963,-9.37321736089736e-05,10,,,0.02,0.1,5,0.3
Simulation 1,c,Louvain ARI,1,clean,Shell,0.2,0.965148023755569,0.963172316993224,-0.00197570676234493,10,,,,,,
Simulation 1,c,Louvain ARI,2,dropout,Shell,0.2,0.992756483710574,0.99270908632247,-4.7397388103998e-05,10,-1,,,,,
Simulation 1,c,Louvain ARI,3,dropout,Shell,0.2,0.965148023755569,0.963172316993224,-0.00197570676234493,10,0,,,,,
Simulation 1,c,Louvain ARI,4,dropout,Shell,0.2,0.820883781005559,0.806071006750397,-0.014812774255162,10,1,,,,,
Simulation 1,c,Louvain ARI,5,dropout,Shell,0.2,0.530232220535669,0.510984722068043,-0.019247498467626,10,2,,,,,
Simulation 1,c,Louvain ARI,6,dropout,Shell,0.2,0.16578839323532,0.185845897344998,0.020057504109678,10,3,,,,,
Simulation 1,c,Louvain ARI,7,doublet,Shell,0.2,0.963984003798037,0.962851992661912,-0.00113201113612493,10,,0.02,,,,
Simulation 1,c,Louvain ARI,8,doublet,Shell,0.2,0.960501218697883,0.958666817419124,-0.001834401278759,10,,0.05,,,,
Simulation 1,c,Louvain ARI,9,doublet,Shell,0.2,0.956545181443392,0.955805565395578,-0.000739616047813918,10,,0.08,,,,
Simulation 1,c,Louvain ARI,10,doublet,Shell,0.2,0.956430962756539,0.957035354001161,0.000604391244621971,10,,0.1,,,,
Simulation 1,c,Louvain ARI,11,doublet,Shell,0.2,0.950888819705687,0.955065281122475,0.00417646141678807,10,,0.15,,,,
Simulation 1,c,Louvain ARI,12,shift,Shell,0.2,0.9654958797639,0.961848371971023,-0.00364750779287693,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,13,shift,Shell,0.2,0.964496970115444,0.959777468285926,-0.00471950182951797,10,,,0.04,0.1,2,0.3
Simulation 1,c,Louvain ARI,14,shift,Shell,0.2,0.963020401155116,0.960540227543572,-0.00248017361154396,10,,,0.06,0.1,2,0.3
Simulation 1,c,Louvain ARI,15,shift,Shell,0.2,0.964668208344427,0.961139230450931,-0.00352897789349604,10,,,0.08,0.1,2,0.3
Simulation 1,c,Louvain ARI,16,shift,Shell,0.2,0.960974513162441,0.961632927247827,0.000658414085386028,10,,,0.1,0.1,2,0.3
Simulation 1,c,Louvain ARI,17,shift,Shell,0.2,0.965037581731322,0.963008740299397,-0.00202884143192505,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,Louvain ARI,18,shift,Shell,0.2,0.9654958797639,0.961848371971023,-0.00364750779287693,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,19,shift,Shell,0.2,0.96343526325744,0.961847733734019,-0.00158752952342101,10,,,0.02,0.1,3,0.3
Simulation 1,c,Louvain ARI,20,shift,Shell,0.2,0.962194504340575,0.961742719420324,-0.000451784920250997,10,,,0.02,0.1,4,0.3
Simulation 1,c,Louvain ARI,21,shift,Shell,0.2,0.962726479999572,0.95947013580418,-0.003256344195392,10,,,0.02,0.1,5,0.3
Simulation 1,c,Louvain ARI,1,clean,Winsor,0.1,0.963097020221695,0.965910201900659,0.00281318167896405,10,,,,,,
Simulation 1,c,Louvain ARI,2,dropout,Winsor,0.1,0.990480958591342,0.991126514291139,0.000645555699796963,10,-1,,,,,
Simulation 1,c,Louvain ARI,3,dropout,Winsor,0.1,0.963097020221695,0.965910201900659,0.00281318167896405,10,0,,,,,
Simulation 1,c,Louvain ARI,4,dropout,Winsor,0.1,0.831418548840817,0.825471350051711,-0.00594719878910599,10,1,,,,,
Simulation 1,c,Louvain ARI,5,dropout,Winsor,0.1,0.541230801519249,0.531795138038849,-0.00943566348039992,10,2,,,,,
Simulation 1,c,Louvain ARI,6,dropout,Winsor,0.1,0.190457893825756,0.190394255607563,-6.36382181929962e-05,10,3,,,,,
Simulation 1,c,Louvain ARI,7,doublet,Winsor,0.1,0.965707213620501,0.964847263984285,-0.000859949636216051,10,,0.02,,,,
Simulation 1,c,Louvain ARI,8,doublet,Winsor,0.1,0.959900088396082,0.959429856823911,-0.000470231572170965,10,,0.05,,,,
Simulation 1,c,Louvain ARI,9,doublet,Winsor,0.1,0.95874158413934,0.961764831266837,0.00302324712749702,10,,0.08,,,,
Simulation 1,c,Louvain ARI,10,doublet,Winsor,0.1,0.955973179042172,0.95577308783193,-0.000200091210242004,10,,0.1,,,,
Simulation 1,c,Louvain ARI,11,doublet,Winsor,0.1,0.952004503468919,0.950230672110341,-0.001773831358578,10,,0.15,,,,
Simulation 1,c,Louvain ARI,12,shift,Winsor,0.1,0.965405037996813,0.965670213751547,0.000265175754734059,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,13,shift,Winsor,0.1,0.96227880376406,0.963320636295846,0.00104183253178591,10,,,0.04,0.1,2,0.3
Simulation 1,c,Louvain ARI,14,shift,Winsor,0.1,0.964011940016581,0.963163442357165,-0.00084849765941597,10,,,0.06,0.1,2,0.3
Simulation 1,c,Louvain ARI,15,shift,Winsor,0.1,0.961948852339687,0.96462593366715,0.00267708132746303,10,,,0.08,0.1,2,0.3
Simulation 1,c,Louvain ARI,16,shift,Winsor,0.1,0.963530948265855,0.964111000765949,0.000580052500094075,10,,,0.1,0.1,2,0.3
Simulation 1,c,Louvain ARI,17,shift,Winsor,0.1,0.964141284715183,0.965288165380513,0.00114688066532997,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,Louvain ARI,18,shift,Winsor,0.1,0.965405037996813,0.965670213751547,0.000265175754734059,10,,,0.02,0.1,2,0.3
Simulation 1,c,Louvain ARI,19,shift,Winsor,0.1,0.963383803330297,0.965573353780789,0.00218955045049196,10,,,0.02,0.1,3,0.3
Simulation 1,c,Louvain ARI,20,shift,Winsor,0.1,0.965268665415976,0.965305721980075,3.7056564099025e-05,10,,,0.02,0.1,4,0.3
Simulation 1,c,Louvain ARI,21,shift,Winsor,0.1,0.963936807573198,0.965131939537267,0.00119513196406895,10,,,0.02,0.1,5,0.3
Simulation 1,c,Louvain ARI,1,clean,Winsor,0.2,0.963097020221695,0.963470739188267,0.000373718966572012,10,,,,,,
Simulation 1,c,Louvain ARI,2,dropout,Winsor,0.2,0.990480958591342,0.991853000294696,0.00137204170335403,10,-1,,,,,
Simulation 1,c,Louvain ARI,3,dropout,Winsor,0.2,0.963097020221695,0.963470739188267,0.000373718966572012,10,0,,,,,
Simulation 1,c,Louvain ARI,4,dropout,Winsor,0.2,0.831418548840817,0.826345300517792,-0.00507324832302503,10,1,,,,,
Simulation 1,c,Louvain ARI,5,dropout,Winsor,0.2,0.541230801519249,0.531734161202772,-0.00949664031647701,10,2,,,,,
Simulation 1,c,Louvain ARI,6,dropout,Winsor,0.2,0.190457893825756,0.178147888368638,-0.012310005457118,10,3,,,,,
Simulation 1,c,Louvain ARI,7,doublet,Winsor,0.2,0.965707213620501,0.965680685920603,-2.65276998980823e-05,10,,0.02,,,,
Simulation 1,c,Louvain ARI,8,doublet,Winsor,0.2,0.959900088396082,0.957934817008554,-0.001965271387528,10,,0.05,,,,
Simulation 1,c,Louvain ARI,9,doublet,Winsor,0.2,0.95874158413934,0.960745354134502,0.00200376999516205,10,,0.08,,,,
Simulation 1,c,Louvain ARI,10,doublet,Winsor,0.2,0.955973179042172,0.955628335286633,-0.000344843755539004,10,,0.1,,,,
Simulation 1,c,Louvain ARI,11,doublet,Winsor,0.2,0.952004503468919,0.952588225584453,0.000583722115534036,10,,0.15,,,,
