Dataset,Panel,Outcome,ParamID,Condition,Method,Alpha,Baseline,Value,Delta,Replicates,dropout_mid,doublet_frac,cell_frac,gene_frac,meanlog,sdlog
Simulation 1,c,k-means ARI,3,dropout,Winsor,0.2,0.693480123692505,0.691431057723245,-0.00204906596926002,10,0,,,,,
Simulation 1,c,k-means ARI,4,dropout,Winsor,0.2,0.426706653709213,0.427942305729426,0.00123565202021297,10,1,,,,,
Simulation 1,c,k-means ARI,5,dropout,Winsor,0.2,0.284934828264378,0.285570302216339,0.000635473951961008,10,2,,,,,
Simulation 1,c,k-means ARI,6,dropout,Winsor,0.2,0.178078685227675,0.178451564671379,0.000372879443703983,10,3,,,,,
Simulation 1,c,k-means ARI,7,doublet,Winsor,0.2,0.647732151719145,0.64993515458578,0.002203002866635,10,,0.02,,,,
Simulation 1,c,k-means ARI,8,doublet,Winsor,0.2,0.719343762675826,0.72047969639737,0.00113593372154397,10,,0.05,,,,
Simulation 1,c,k-means ARI,9,doublet,Winsor,0.2,0.749302987288337,0.749593195525167,0.000290208236830014,10,,0.08,,,,
Simulation 1,c,k-means ARI,10,doublet,Winsor,0.2,0.75839061128655,0.759214411909438,0.000823800622887894,10,,0.1,,,,
Simulation 1,c,k-means ARI,11,doublet,Winsor,0.2,0.766157084137364,0.768074688587536,0.00191760445017197,10,,0.15,,,,
Simulation 1,c,k-means ARI,12,shift,Winsor,0.2,0.692899626587171,0.691844474953732,-0.00105515163343894,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,13,shift,Winsor,0.2,0.692671890419911,0.691402725647001,-0.00126916477290995,10,,,0.04,0.1,2,0.3
Simulation 1,c,k-means ARI,14,shift,Winsor,0.2,0.684446231501608,0.684551979594469,0.000105748092861013,10,,,0.06,0.1,2,0.3
Simulation 1,c,k-means ARI,15,shift,Winsor,0.2,0.694119448938311,0.692243050632105,-0.00187639830620601,10,,,0.08,0.1,2,0.3
Simulation 1,c,k-means ARI,16,shift,Winsor,0.2,0.684647232589493,0.683979730281872,-0.000667502307621026,10,,,0.1,0.1,2,0.3
Simulation 1,c,k-means ARI,17,shift,Winsor,0.2,0.692557164203165,0.690927821488323,-0.00162934271484205,10,,,0.02,0.1,1.5,0.3
Simulation 1,c,k-means ARI,18,shift,Winsor,0.2,0.692899626587171,0.691844474953732,-0.00105515163343894,10,,,0.02,0.1,2,0.3
Simulation 1,c,k-means ARI,19,shift,Winsor,0.2,0.692831098190912,0.690932412767172,-0.00189868542374005,10,,,0.02,0.1,3,0.3
Simulation 1,c,k-means ARI,20,shift,Winsor,0.2,0.69101730005767,0.690292926942168,-0.000724373115501997,10,,,0.02,0.1,4,0.3
Simulation 1,c,k-means ARI,21,shift,Winsor,0.2,0.689528322994611,0.688576733299396,-0.000951589695215027,10,,,0.02,0.1,5,0.3
Simulation 2,d,Subspace PC10,2,dropout,Ball,0.1,0.453261315913189,0.453654808460688,0.000393492547498986,10,,,,,,
Simulation 2,d,Subspace PC10,3,dropout,Ball,0.1,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC10,4,dropout,Ball,0.1,0.384866827969833,0.384354105547148,-0.000512722422685019,10,,,,,,
Simulation 2,d,Subspace PC10,5,dropout,Ball,0.1,0.334388771218871,0.33385429461439,-0.000534476604481027,10,,,,,,
Simulation 2,d,Subspace PC10,6,dropout,Ball,0.1,0.274239050322141,0.274953076758264,0.000714026436123005,10,,,,,,
Simulation 2,d,Subspace PC10,7,doublet,Ball,0.1,0.937208054137148,0.936066467162379,-0.00114158697476907,10,,,,,,
Simulation 2,d,Subspace PC10,8,doublet,Ball,0.1,0.88420725571603,0.872735550355756,-0.011471705360274,10,,,,,,
Simulation 2,d,Subspace PC10,9,doublet,Ball,0.1,0.842402963986307,0.818149247455989,-0.0242537165303179,10,,,,,,
Simulation 2,d,Subspace PC10,10,doublet,Ball,0.1,0.808764561832424,0.797865141028385,-0.0108994208040389,10,,,,,,
Simulation 2,d,Subspace PC10,11,doublet,Ball,0.1,0.762822422330222,0.752090273373958,-0.0107321489562641,10,,,,,,
Simulation 2,d,Subspace PC10,12,shift,Ball,0.1,0.998357907744149,0.997763447339508,-0.000594460404641062,10,,,,,,
Simulation 2,d,Subspace PC10,13,shift,Ball,0.1,0.987158244167997,0.996523174690892,0.009364930522895,10,,,,,,
Simulation 2,d,Subspace PC10,14,shift,Ball,0.1,0.985333452619817,0.996092982714445,0.010759530094628,10,,,,,,
Simulation 2,d,Subspace PC10,15,shift,Ball,0.1,0.994189331724886,0.995139829263343,0.000950497538456996,10,,,,,,
Simulation 2,d,Subspace PC10,16,shift,Ball,0.1,0.99314213196539,0.990954669592164,-0.00218746237322598,10,,,,,,
Simulation 2,d,Subspace PC10,17,shift,Ball,0.1,0.999425222711239,0.999093619291708,-0.000331603419530979,10,,,,,,
Simulation 2,d,Subspace PC10,18,shift,Ball,0.1,0.998357907744149,0.997763447339508,-0.000594460404641062,10,,,,,,
Simulation 2,d,Subspace PC10,19,shift,Ball,0.1,0.992642002040006,0.994662042817575,0.00202004077756901,10,,,,,,
Simulation 2,d,Subspace PC10,20,shift,Ball,0.1,0.987293295202694,0.991743005379775,0.00444971017708096,10,,,,,,
Simulation 2,d,Subspace PC10,21,shift,Ball,0.1,0.983512860272272,0.988283852822942,0.00477099255066993,10,,,,,,
Simulation 2,d,Subspace PC10,2,dropout,Ball,0.2,0.453261315913189,0.451563888947007,-0.00169742696618203,10,,,,,,
Simulation 2,d,Subspace PC10,3,dropout,Ball,0.2,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC10,4,dropout,Ball,0.2,0.384866827969833,0.379568811822673,-0.00529801614716002,10,,,,,,
Simulation 2,d,Subspace PC10,5,dropout,Ball,0.2,0.334388771218871,0.33031662995098,-0.00407214126789102,10,,,,,,
Simulation 2,d,Subspace PC10,6,dropout,Ball,0.2,0.274239050322141,0.272379935602638,-0.00185911471950301,10,,,,,,
Simulation 2,d,Subspace PC10,7,doublet,Ball,0.2,0.937208054137148,0.929250371833118,-0.00795768230403005,10,,,,,,
Simulation 2,d,Subspace PC10,8,doublet,Ball,0.2,0.88420725571603,0.869290264651582,-0.014916991064448,10,,,,,,
Simulation 2,d,Subspace PC10,9,doublet,Ball,0.2,0.842402963986307,0.804523325195117,-0.0378796387911899,10,,,,,,
Simulation 2,d,Subspace PC10,10,doublet,Ball,0.2,0.808764561832424,0.785205432538067,-0.023559129294357,10,,,,,,
Simulation 2,d,Subspace PC10,11,doublet,Ball,0.2,0.762822422330222,0.731052563681382,-0.03176985864884,10,,,,,,
Simulation 2,d,Subspace PC10,12,shift,Ball,0.2,0.998357907744149,0.998981324629235,0.000623416885085937,10,,,,,,
Simulation 2,d,Subspace PC10,13,shift,Ball,0.2,0.987158244167997,0.997829354300536,0.010671110132539,10,,,,,,
Simulation 2,d,Subspace PC10,14,shift,Ball,0.2,0.985333452619817,0.997149301189045,0.011815848569228,10,,,,,,
Simulation 2,d,Subspace PC10,15,shift,Ball,0.2,0.994189331724886,0.99591646428983,0.00172713256494406,10,,,,,,
Simulation 2,d,Subspace PC10,16,shift,Ball,0.2,0.99314213196539,0.9942676790205,0.00112554705510992,10,,,,,,
Simulation 2,d,Subspace PC10,17,shift,Ball,0.2,0.999425222711239,0.999575870916496,0.000150648205257009,10,,,,,,
Simulation 2,d,Subspace PC10,18,shift,Ball,0.2,0.998357907744149,0.998981324629235,0.000623416885085937,10,,,,,,
Simulation 2,d,Subspace PC10,19,shift,Ball,0.2,0.992642002040006,0.997441317638737,0.00479931559873104,10,,,,,,
Simulation 2,d,Subspace PC10,20,shift,Ball,0.2,0.987293295202694,0.995736038395461,0.00844274319276694,10,,,,,,
Simulation 2,d,Subspace PC10,21,shift,Ball,0.2,0.983512860272272,0.993966733539716,0.010453873267444,10,,,,,,
Simulation 2,d,Subspace PC10,2,dropout,LR,0.1,0.454098396005959,0.453497031468794,-0.000601364537165028,10,,,,,,
Simulation 2,d,Subspace PC10,3,dropout,LR,0.1,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC10,4,dropout,LR,0.1,0.384736125623344,0.384990023879024,0.000253898255679952,10,,,,,,
Simulation 2,d,Subspace PC10,5,dropout,LR,0.1,0.335089199703576,0.334518239251037,-0.00057096045253896,10,,,,,,
Simulation 2,d,Subspace PC10,6,dropout,LR,0.1,0.273548753333141,0.27500674814784,0.00145799481469899,10,,,,,,
Simulation 2,d,Subspace PC10,7,doublet,LR,0.1,0.928151975028888,0.943796095961815,0.015644120932927,10,,,,,,
Simulation 2,d,Subspace PC10,8,doublet,LR,0.1,0.876774451109076,0.884082365785596,0.00730791467651992,10,,,,,,
Simulation 2,d,Subspace PC10,9,doublet,LR,0.1,0.839425719563464,0.835588020187159,-0.00383769937630496,10,,,,,,
Simulation 2,d,Subspace PC10,10,doublet,LR,0.1,0.806021098250562,0.807288762745914,0.00126766449535198,10,,,,,,
Simulation 2,d,Subspace PC10,11,doublet,LR,0.1,0.765157750028063,0.76144240665441,-0.00371534337365298,10,,,,,,
Simulation 2,d,Subspace PC10,12,shift,LR,0.1,0.998307276911267,0.998325660460235,1.83835489679929e-05,10,,,,,,
Simulation 2,d,Subspace PC10,13,shift,LR,0.1,0.994576137283932,0.996196360799198,0.00162022351526603,10,,,,,,
Simulation 2,d,Subspace PC10,14,shift,LR,0.1,0.991954597557432,0.995171047005673,0.00321644944824107,10,,,,,,
Simulation 2,d,Subspace PC10,15,shift,LR,0.1,0.994134319705376,0.993309574235716,-0.000824745469660049,10,,,,,,
Simulation 2,d,Subspace PC10,16,shift,LR,0.1,0.991819882389217,0.993447474757697,0.00162759236847998,10,,,,,,
Simulation 2,d,Subspace PC10,17,shift,LR,0.1,0.999409961082719,0.999331904879914,-7.8056202804988e-05,10,,,,,,
Simulation 2,d,Subspace PC10,18,shift,LR,0.1,0.998307276911267,0.998325660460235,1.83835489679929e-05,10,,,,,,
Simulation 2,d,Subspace PC10,19,shift,LR,0.1,0.995335827766794,0.995662003472858,0.00032617570606408,10,,,,,,
Simulation 2,d,Subspace PC10,20,shift,LR,0.1,0.992312346262665,0.992649515576274,0.000337169313609054,10,,,,,,
Simulation 2,d,Subspace PC10,21,shift,LR,0.1,0.988391459406998,0.989294133297029,0.000902673890030958,10,,,,,,
Simulation 2,d,Subspace PC10,2,dropout,LR,0.2,0.454098396005959,0.453307253403211,-0.000791142602748041,10,,,,,,
Simulation 2,d,Subspace PC10,3,dropout,LR,0.2,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC10,4,dropout,LR,0.2,0.384736125623344,0.383284129032501,-0.00145199659084305,10,,,,,,
Simulation 2,d,Subspace PC10,5,dropout,LR,0.2,0.335089199703576,0.333115267061574,-0.00197393264200196,10,,,,,,
Simulation 2,d,Subspace PC10,6,dropout,LR,0.2,0.273548753333141,0.275510817653784,0.001962064320643,10,,,,,,
Simulation 2,d,Subspace PC10,7,doublet,LR,0.2,0.928151975028888,0.939006123462372,0.010854148433484,10,,,,,,
Simulation 2,d,Subspace PC10,8,doublet,LR,0.2,0.876774451109076,0.871270788919105,-0.005503662189971,10,,,,,,
Simulation 2,d,Subspace PC10,9,doublet,LR,0.2,0.839425719563464,0.809448955620366,-0.029976763943098,10,,,,,,
Simulation 2,d,Subspace PC10,10,doublet,LR,0.2,0.806021098250562,0.794766579313385,-0.011254518937177,10,,,,,,
Simulation 2,d,Subspace PC10,11,doublet,LR,0.2,0.765157750028063,0.74459558169657,-0.0205621683314929,10,,,,,,
Simulation 2,d,Subspace PC10,12,shift,LR,0.2,0.998307276911267,0.998613313519185,0.000306036607918059,10,,,,,,
Simulation 2,d,Subspace PC10,13,shift,LR,0.2,0.994576137283932,0.997476092600257,0.00289995531632503,10,,,,,,
Simulation 2,d,Subspace PC10,14,shift,LR,0.2,0.991954597557432,0.996068553466087,0.00411395590865504,10,,,,,,
Simulation 2,d,Subspace PC10,15,shift,LR,0.2,0.994134319705376,0.994673035322704,0.000538715617327989,10,,,,,,
Simulation 2,d,Subspace PC10,16,shift,LR,0.2,0.991819882389217,0.993718643363382,0.00189876097416497,10,,,,,,
Simulation 2,d,Subspace PC10,17,shift,LR,0.2,0.999409961082719,0.999400637023338,-9.32405938092185e-06,10,,,,,,
Simulation 2,d,Subspace PC10,18,shift,LR,0.2,0.998307276911267,0.998613313519185,0.000306036607918059,10,,,,,,
Simulation 2,d,Subspace PC10,19,shift,LR,0.2,0.995335827766794,0.996723635270871,0.00138780750407708,10,,,,,,
Simulation 2,d,Subspace PC10,20,shift,LR,0.2,0.992312346262665,0.994661561817514,0.00234921555484902,10,,,,,,
Simulation 2,d,Subspace PC10,21,shift,LR,0.2,0.988391459406998,0.992290164652518,0.00389870524551994,10,,,,,,
Simulation 2,d,Subspace PC10,2,dropout,Quad,0.1,0.455092302283418,0.455283690331749,0.000191388048330965,10,,,,,,
Simulation 2,d,Subspace PC10,3,dropout,Quad,0.1,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC10,4,dropout,Quad,0.1,0.385853933500257,0.386199836913812,0.000345903413555004,10,,,,,,
Simulation 2,d,Subspace PC10,5,dropout,Quad,0.1,0.334216427352139,0.334942902403268,0.000726475051128994,10,,,,,,
Simulation 2,d,Subspace PC10,6,dropout,Quad,0.1,0.274334122120451,0.275035611208875,0.00070148908842399,10,,,,,,
Simulation 2,d,Subspace PC10,7,doublet,Quad,0.1,0.941974235044921,0.940003993056205,-0.00197024198871598,10,,,,,,
Simulation 2,d,Subspace PC10,8,doublet,Quad,0.1,0.874762672569119,0.872254353888044,-0.00250831868107504,10,,,,,,
Simulation 2,d,Subspace PC10,9,doublet,Quad,0.1,0.845011653194083,0.844395615652308,-0.000616037541774972,10,,,,,,
Simulation 2,d,Subspace PC10,10,doublet,Quad,0.1,0.828238703592177,0.825677976870958,-0.00256072672121899,10,,,,,,
Simulation 2,d,Subspace PC10,11,doublet,Quad,0.1,0.782908169101256,0.77960215140972,-0.00330601769153605,10,,,,,,
Simulation 2,d,Subspace PC10,12,shift,Quad,0.1,0.998072139956856,0.997373521914892,-0.000698618041963917,10,,,,,,
Simulation 2,d,Subspace PC10,13,shift,Quad,0.1,0.996078209613077,0.99565986396442,-0.000418345648657059,10,,,,,,
Simulation 2,d,Subspace PC10,14,shift,Quad,0.1,0.99286973565171,0.993201008157277,0.000331272505566971,10,,,,,,
Simulation 2,d,Subspace PC10,15,shift,Quad,0.1,0.992830814887035,0.99385021481687,0.00101939992983502,10,,,,,,
Simulation 2,d,Subspace PC10,16,shift,Quad,0.1,0.988975895196647,0.991055102802809,0.00207920760616198,10,,,,,,
Simulation 2,d,Subspace PC10,17,shift,Quad,0.1,0.999208006026457,0.998968330059521,-0.000239675966935971,10,,,,,,
Simulation 2,d,Subspace PC10,18,shift,Quad,0.1,0.998072139956856,0.997373521914892,-0.000698618041963917,10,,,,,,
Simulation 2,d,Subspace PC10,19,shift,Quad,0.1,0.995082058007396,0.993972784441171,-0.00110927356622503,10,,,,,,
Simulation 2,d,Subspace PC10,20,shift,Quad,0.1,0.991413478455029,0.99080729478221,-0.000606183672819061,10,,,,,,
Simulation 2,d,Subspace PC10,21,shift,Quad,0.1,0.98577716243247,0.986410710686259,0.000633548253788918,10,,,,,,
Simulation 2,d,Subspace PC10,2,dropout,Quad,0.2,0.455092302283418,0.455227644470598,0.000135342187179976,10,,,,,,
Simulation 2,d,Subspace PC10,3,dropout,Quad,0.2,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC10,4,dropout,Quad,0.2,0.385853933500257,0.386665750048468,0.000811816548210997,10,,,,,,
Simulation 2,d,Subspace PC10,5,dropout,Quad,0.2,0.334216427352139,0.335908966946964,0.00169253959482496,10,,,,,,
Simulation 2,d,Subspace PC10,6,dropout,Quad,0.2,0.274334122120451,0.276319224636802,0.00198510251635098,10,,,,,,
Simulation 2,d,Subspace PC10,7,doublet,Quad,0.2,0.941974235044921,0.932190341449647,-0.00978389359527398,10,,,,,,
Simulation 2,d,Subspace PC10,8,doublet,Quad,0.2,0.874762672569119,0.868800827104228,-0.00596184546489098,10,,,,,,
Simulation 2,d,Subspace PC10,9,doublet,Quad,0.2,0.845011653194083,0.840489980631144,-0.00452167256293901,10,,,,,,
Simulation 2,d,Subspace PC10,10,doublet,Quad,0.2,0.828238703592177,0.815208452072946,-0.013030251519231,10,,,,,,
Simulation 2,d,Subspace PC10,11,doublet,Quad,0.2,0.782908169101256,0.77365767146796,-0.009250497633296,10,,,,,,
Simulation 2,d,Subspace PC10,12,shift,Quad,0.2,0.998072139956856,0.99777792365295,-0.000294216303905914,10,,,,,,
Simulation 2,d,Subspace PC10,13,shift,Quad,0.2,0.996078209613077,0.994478868491379,-0.00159934112169802,10,,,,,,
Simulation 2,d,Subspace PC10,14,shift,Quad,0.2,0.99286973565171,0.991905275408218,-0.000964460243491949,10,,,,,,
Simulation 2,d,Subspace PC10,15,shift,Quad,0.2,0.992830814887035,0.99416656649685,0.00133575160981503,10,,,,,,
Simulation 2,d,Subspace PC10,16,shift,Quad,0.2,0.988975895196647,0.991375703087121,0.002399807890474,10,,,,,,
Simulation 2,d,Subspace PC10,17,shift,Quad,0.2,0.999208006026457,0.99937193318026,0.000163927153802979,10,,,,,,
Simulation 2,d,Subspace PC10,18,shift,Quad,0.2,0.998072139956856,0.99777792365295,-0.000294216303905914,10,,,,,,
Simulation 2,d,Subspace PC10,19,shift,Quad,0.2,0.995082058007396,0.993085122400743,-0.00199693560665304,10,,,,,,
Simulation 2,d,Subspace PC10,20,shift,Quad,0.2,0.991413478455029,0.988789053437852,-0.00262442501717708,10,,,,,,
Simulation 2,d,Subspace PC10,21,shift,Quad,0.2,0.98577716243247,0.984020743076377,-0.00175641935609305,10,,,,,,
Simulation 2,d,Subspace PC10,2,dropout,Shell,0.1,0.453236863184027,0.451844491581391,-0.001392371602636,10,,,,,,
Simulation 2,d,Subspace PC10,3,dropout,Shell,0.1,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC10,4,dropout,Shell,0.1,0.38259964207692,0.381708834046005,-0.000890808030915014,10,,,,,,
Simulation 2,d,Subspace PC10,5,dropout,Shell,0.1,0.333565714322331,0.331904972722427,-0.00166074159990398,10,,,,,,
Simulation 2,d,Subspace PC10,6,dropout,Shell,0.1,0.271202564462625,0.269785991147528,-0.00141657331509698,10,,,,,,
Simulation 2,d,Subspace PC10,7,doublet,Shell,0.1,0.94419015454736,0.954418384254966,0.010228229707606,10,,,,,,
Simulation 2,d,Subspace PC10,8,doublet,Shell,0.1,0.888425608495327,0.904996894544592,0.0165712860492649,10,,,,,,
Simulation 2,d,Subspace PC10,9,doublet,Shell,0.1,0.855324743500295,0.865315731593278,0.00999098809298305,10,,,,,,
Simulation 2,d,Subspace PC10,10,doublet,Shell,0.1,0.824905509927477,0.836719059332593,0.011813549405116,10,,,,,,
Simulation 2,d,Subspace PC10,11,doublet,Shell,0.1,0.787137343710455,0.795522394863549,0.00838505115309407,10,,,,,,
Simulation 2,d,Subspace PC10,12,shift,Shell,0.1,0.998446068017753,0.998502924413199,5.68563954459478e-05,10,,,,,,
Simulation 2,d,Subspace PC10,13,shift,Shell,0.1,0.995971933030559,0.995536877949798,-0.000435055080761027,10,,,,,,
Simulation 2,d,Subspace PC10,14,shift,Shell,0.1,0.992353461936324,0.99172550708695,-0.000627954849374057,10,,,,,,
Simulation 2,d,Subspace PC10,15,shift,Shell,0.1,0.992648028818313,0.991608602722006,-0.00103942609630703,10,,,,,,
Simulation 2,d,Subspace PC10,16,shift,Shell,0.1,0.992268257291513,0.992884820034912,0.000616562743398941,10,,,,,,
Simulation 2,d,Subspace PC10,17,shift,Shell,0.1,0.99938974838263,0.999387328617881,-2.41976474890659e-06,10,,,,,,
Simulation 2,d,Subspace PC10,18,shift,Shell,0.1,0.998446068017753,0.998502924413199,5.68563954459478e-05,10,,,,,,
Simulation 2,d,Subspace PC10,19,shift,Shell,0.1,0.996128930931828,0.996281451063007,0.000152520131179057,10,,,,,,
Simulation 2,d,Subspace PC10,20,shift,Shell,0.1,0.993475874668195,0.993508302958394,3.24282901990047e-05,10,,,,,,
Simulation 2,d,Subspace PC10,21,shift,Shell,0.1,0.989797315117453,0.989959785855708,0.000162470738255038,10,,,,,,
Simulation 2,d,Subspace PC10,2,dropout,Shell,0.2,0.453236863184027,0.448719689582352,-0.00451717360167503,10,,,,,,
Simulation 2,d,Subspace PC10,3,dropout,Shell,0.2,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC10,4,dropout,Shell,0.2,0.38259964207692,0.377281069210267,-0.00531857286665299,10,,,,,,
Simulation 2,d,Subspace PC10,5,dropout,Shell,0.2,0.333565714322331,0.328449254947569,-0.00511645937476202,10,,,,,,
Simulation 2,d,Subspace PC10,6,dropout,Shell,0.2,0.271202564462625,0.268082885124899,-0.003119679337726,10,,,,,,
Simulation 2,d,Subspace PC10,7,doublet,Shell,0.2,0.94419015454736,0.945119383684266,0.000929229136905962,10,,,,,,
Simulation 2,d,Subspace PC10,8,doublet,Shell,0.2,0.888425608495327,0.908110962633653,0.019685354138326,10,,,,,,
Simulation 2,d,Subspace PC10,9,doublet,Shell,0.2,0.855324743500295,0.868545621598402,0.013220878098107,10,,,,,,
Simulation 2,d,Subspace PC10,10,doublet,Shell,0.2,0.824905509927477,0.853925845584734,0.0290203356572569,10,,,,,,
Simulation 2,d,Subspace PC10,11,doublet,Shell,0.2,0.787137343710455,0.810187866644968,0.023050522934513,10,,,,,,
Simulation 2,d,Subspace PC10,12,shift,Shell,0.2,0.998446068017753,0.998313354450897,-0.000132713566856069,10,,,,,,
Simulation 2,d,Subspace PC10,13,shift,Shell,0.2,0.995971933030559,0.996772801704546,0.000800868673986988,10,,,,,,
Simulation 2,d,Subspace PC10,14,shift,Shell,0.2,0.992353461936324,0.994655998429027,0.00230253649270296,10,,,,,,
Simulation 2,d,Subspace PC10,15,shift,Shell,0.2,0.992648028818313,0.993884714909674,0.00123668609136096,10,,,,,,
Simulation 2,d,Subspace PC10,16,shift,Shell,0.2,0.992268257291513,0.990514353065599,-0.00175390422591404,10,,,,,,
Simulation 2,d,Subspace PC10,17,shift,Shell,0.2,0.99938974838263,0.999328130736308,-6.16176463219542e-05,10,,,,,,
Simulation 2,d,Subspace PC10,18,shift,Shell,0.2,0.998446068017753,0.998313354450897,-0.000132713566856069,10,,,,,,
Simulation 2,d,Subspace PC10,19,shift,Shell,0.2,0.996128930931828,0.995368801168154,-0.000760129763674011,10,,,,,,
Simulation 2,d,Subspace PC10,20,shift,Shell,0.2,0.993475874668195,0.991846281385237,-0.00162959328295798,10,,,,,,
Simulation 2,d,Subspace PC10,21,shift,Shell,0.2,0.989797315117453,0.98789250849309,-0.00190480662436299,10,,,,,,
Simulation 2,d,Subspace PC10,2,dropout,Winsor,0.1,0.454810999075519,0.455269828267956,0.000458829192437005,10,,,,,,
Simulation 2,d,Subspace PC10,3,dropout,Winsor,0.1,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC10,4,dropout,Winsor,0.1,0.38584687231771,0.386152505511123,0.000305633193413035,10,,,,,,
Simulation 2,d,Subspace PC10,5,dropout,Winsor,0.1,0.333918210667728,0.334379206409677,0.000460995741949022,10,,,,,,
Simulation 2,d,Subspace PC10,6,dropout,Winsor,0.1,0.274166376524626,0.274846203520128,0.000679826995502009,10,,,,,,
Simulation 2,d,Subspace PC10,7,doublet,Winsor,0.1,0.948462090880775,0.94956782259015,0.001105731709375,10,,,,,,
Simulation 2,d,Subspace PC10,8,doublet,Winsor,0.1,0.879139754869804,0.8751820343711,-0.00395772049870402,10,,,,,,
Simulation 2,d,Subspace PC10,9,doublet,Winsor,0.1,0.851561779352797,0.846937287625356,-0.00462449172744095,10,,,,,,
Simulation 2,d,Subspace PC10,10,doublet,Winsor,0.1,0.83283256362441,0.827817909772552,-0.00501465385185806,10,,,,,,
Simulation 2,d,Subspace PC10,11,doublet,Winsor,0.1,0.783242822189069,0.782597410040173,-0.000645412148896019,10,,,,,,
Simulation 2,d,Subspace PC10,12,shift,Winsor,0.1,0.998266901940487,0.998013079635119,-0.000253822305367968,10,,,,,,
Simulation 2,d,Subspace PC10,13,shift,Winsor,0.1,0.995904495071121,0.995963221031434,5.87259603129775e-05,10,,,,,,
Simulation 2,d,Subspace PC10,14,shift,Winsor,0.1,0.990557747251736,0.992282189348814,0.001724442097078,10,,,,,,
Simulation 2,d,Subspace PC10,15,shift,Winsor,0.1,0.990187651743776,0.992429691358661,0.00224203961488501,10,,,,,,
Simulation 2,d,Subspace PC10,16,shift,Winsor,0.1,0.987697717892424,0.98849637510306,0.000798657210635989,10,,,,,,
Simulation 2,d,Subspace PC10,17,shift,Winsor,0.1,0.999329377512706,0.99917881899657,-0.00015055851613599,10,,,,,,
Simulation 2,d,Subspace PC10,18,shift,Winsor,0.1,0.998266901940487,0.998013079635119,-0.000253822305367968,10,,,,,,
Simulation 2,d,Subspace PC10,19,shift,Winsor,0.1,0.994942669221177,0.994860999587133,-8.16696340439904e-05,10,,,,,,
Simulation 2,d,Subspace PC10,20,shift,Winsor,0.1,0.990513770843516,0.990954354205285,0.000440583361768998,10,,,,,,
Simulation 2,d,Subspace PC10,21,shift,Winsor,0.1,0.984995756583104,0.985490941471018,0.000495184887914002,10,,,,,,
Simulation 2,d,Subspace PC10,2,dropout,Winsor,0.2,0.454810999075519,0.455469267468254,0.000658268392735029,10,,,,,,
Simulation 2,d,Subspace PC10,3,dropout,Winsor,0.2,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC10,4,dropout,Winsor,0.2,0.38584687231771,0.386630671240319,0.000783798922609047,10,,,,,,
Simulation 2,d,Subspace PC10,5,dropout,Winsor,0.2,0.333918210667728,0.33493525636511,0.00101704569738204,10,,,,,,
Simulation 2,d,Subspace PC10,6,dropout,Winsor,0.2,0.274166376524626,0.275404892440093,0.00123851591546698,10,,,,,,
Simulation 2,d,Subspace PC10,7,doublet,Winsor,0.2,0.948462090880775,0.947406885854466,-0.00105520502630907,10,,,,,,
Simulation 2,d,Subspace PC10,8,doublet,Winsor,0.2,0.879139754869804,0.870391115754964,-0.00874863911484003,10,,,,,,
Simulation 2,d,Subspace PC10,9,doublet,Winsor,0.2,0.851561779352797,0.845251053038481,-0.00631072631431595,10,,,,,,
Simulation 2,d,Subspace PC10,10,doublet,Winsor,0.2,0.83283256362441,0.827048831507794,-0.00578373211661609,10,,,,,,
Simulation 2,d,Subspace PC10,11,doublet,Winsor,0.2,0.783242822189069,0.780011532039504,-0.00323129014956503,10,,,,,,
Simulation 2,d,Subspace PC10,12,shift,Winsor,0.2,0.998266901940487,0.996430863840327,-0.00183603810015998,10,,,,,,
Simulation 2,d,Subspace PC10,13,shift,Winsor,0.2,0.995904495071121,0.994837595879916,-0.00106689919120495,10,,,,,,
Simulation 2,d,Subspace PC10,14,shift,Winsor,0.2,0.990557747251736,0.992204698883436,0.00164695163170003,10,,,,,,
Simulation 2,d,Subspace PC10,15,shift,Winsor,0.2,0.990187651743776,0.993215574109635,0.00302792236585903,10,,,,,,
Simulation 2,d,Subspace PC10,16,shift,Winsor,0.2,0.987697717892424,0.990030421150653,0.00233270325822899,10,,,,,,
Simulation 2,d,Subspace PC10,17,shift,Winsor,0.2,0.999329377512706,0.998528285012674,-0.000801092500032019,10,,,,,,
Simulation 2,d,Subspace PC10,18,shift,Winsor,0.2,0.998266901940487,0.996430863840327,-0.00183603810015998,10,,,,,,
Simulation 2,d,Subspace PC10,19,shift,Winsor,0.2,0.994942669221177,0.992371977469286,-0.00257069175189106,10,,,,,,
Simulation 2,d,Subspace PC10,20,shift,Winsor,0.2,0.990513770843516,0.988600396049582,-0.00191337479393394,10,,,,,,
