ParamID,Replicate,Method,PC,ARI,Group
1,3,LR,PC20,0.654923074115747,Proposed
1,3,PCA,PC10,0.573108045401891,Reference
1,3,PCA,PC20,0.666181879505774,Reference
1,3,PCP,PC10,0.985384228527649,Reference
1,3,PCP,PC20,0.847503287456662,Reference
1,3,PcaGrid,PC10,0.00450101639531127,Reference
1,3,PcaGrid,PC20,-0.00138953958877199,Reference
1,3,PcaHubert,PC10,0.974733851417854,Reference
1,3,PcaHubert,PC20,0.68378410575651,Reference
1,3,Quad,PC10,0.616667299170809,Proposed
1,3,Quad,PC20,0.668955561008697,Proposed
1,3,Shell,PC10,0.823494726760615,Proposed
1,3,Shell,PC20,0.648196840984163,Proposed
1,3,Winsor,PC10,0.607858703941202,Proposed
1,3,Winsor,PC20,0.644281401156436,Proposed
1,4,Ball,PC10,0.979845654897094,Proposed
1,4,Ball,PC20,0.628153217987888,Proposed
1,4,K's tau,PC10,0.979176230389885,Reference
1,4,K's tau,PC20,0.860522737819859,Reference
1,4,LR,PC10,0.717419494860697,Proposed
1,4,LR,PC20,0.671976450766669,Proposed
1,4,PCA,PC10,0.674910996918897,Reference
1,4,PCA,PC20,0.645970192445835,Reference
1,4,PCP,PC10,0.983556887836582,Reference
1,4,PCP,PC20,0.824308345442267,Reference
1,4,PcaGrid,PC10,0.00322658270561251,Reference
1,4,PcaGrid,PC20,0.00611404342370694,Reference
1,4,PcaHubert,PC10,0.817037074277963,Reference
1,4,PcaHubert,PC20,0.66885413750369,Reference
1,4,Quad,PC10,0.662688279488014,Proposed
1,4,Quad,PC20,0.540848837076781,Proposed
1,4,Shell,PC10,0.669421205801864,Proposed
1,4,Shell,PC20,0.60382380191363,Proposed
1,4,Winsor,PC10,0.632467843240978,Proposed
1,4,Winsor,PC20,0.512546259215034,Proposed
1,5,Ball,PC10,0.869048167903299,Proposed
1,5,Ball,PC20,0.658502209502939,Proposed
1,5,K's tau,PC10,0.98992428808477,Reference
1,5,K's tau,PC20,0.776219165890829,Reference
1,5,LR,PC10,0.674316541567412,Proposed
1,5,LR,PC20,0.672078638737375,Proposed
1,5,PCA,PC10,0.652586432659606,Reference
1,5,PCA,PC20,0.673420951806328,Reference
1,5,PCP,PC10,0.992858799119686,Reference
1,5,PCP,PC20,0.633128249367493,Reference
1,5,PcaGrid,PC10,-0.000108533922820536,Reference
1,5,PcaGrid,PC20,0.00282244155041797,Reference
1,5,PcaHubert,PC10,0.849868779634991,Reference
1,5,PcaHubert,PC20,0.437414704285886,Reference
1,5,Quad,PC10,0.697415590534942,Proposed
1,5,Quad,PC20,0.662531902113549,Proposed
1,5,Shell,PC10,0.682104719145008,Proposed
1,5,Shell,PC20,0.561062198075783,Proposed
1,5,Winsor,PC10,0.716081984500036,Proposed
1,5,Winsor,PC20,0.650021914177553,Proposed
1,6,Ball,PC10,0.73187812751872,Proposed
1,6,Ball,PC20,0.640046243621975,Proposed
1,6,K's tau,PC10,0.745282227477436,Reference
1,6,K's tau,PC20,0.719447582608351,Reference
1,6,LR,PC10,0.722722870701844,Proposed
1,6,LR,PC20,0.637205269954712,Proposed
1,6,PCA,PC10,0.584215692025678,Reference
1,6,PCA,PC20,0.769334271128633,Reference
1,6,PCP,PC10,0.976533290332046,Reference
1,6,PCP,PC20,0.720098701285913,Reference
1,6,PcaGrid,PC10,0.000568233196463878,Reference
1,6,PcaGrid,PC20,-0.00136495873561134,Reference
1,6,PcaHubert,PC10,0.685812201461885,Reference
1,6,PcaHubert,PC20,0.852648913384334,Reference
1,6,Quad,PC10,0.720990297338163,Proposed
1,6,Quad,PC20,0.656251538083166,Proposed
1,6,Shell,PC10,0.642251397762456,Proposed
1,6,Shell,PC20,0.629943193750672,Proposed
1,6,Winsor,PC10,0.649911027136931,Proposed
1,6,Winsor,PC20,0.678564312715865,Proposed
1,7,Ball,PC10,0.815594112031088,Proposed
1,7,Ball,PC20,0.632157210039365,Proposed
1,7,K's tau,PC10,0.72718378311612,Reference
1,7,K's tau,PC20,0.651397471995119,Reference
1,7,LR,PC10,0.818498548092773,Proposed
1,7,LR,PC20,0.55401158324869,Proposed
1,7,PCA,PC10,0.620183787423914,Reference
1,7,PCA,PC20,0.617901062703388,Reference
1,7,PCP,PC10,0.978330592061371,Reference
1,7,PCP,PC20,0.672892721169154,Reference
1,7,PcaGrid,PC10,0.00134807227165797,Reference
1,7,PcaGrid,PC20,-0.00190174728170806,Reference
1,7,PcaHubert,PC10,0.732512151012738,Reference
1,7,PcaHubert,PC20,0.552531655401857,Reference
1,7,Quad,PC10,0.593917496589695,Proposed
1,7,Quad,PC20,0.611833145753537,Proposed
1,7,Shell,PC10,0.571390170687603,Proposed
1,7,Shell,PC20,0.634937389260445,Proposed
1,7,Winsor,PC10,0.615648185167177,Proposed
1,7,Winsor,PC20,0.617240666432056,Proposed
1,8,Ball,PC10,0.980159196237369,Proposed
1,8,Ball,PC20,0.601221271501659,Proposed
1,8,K's tau,PC10,0.981037000877992,Reference
1,8,K's tau,PC20,0.982264299856255,Reference
1,8,LR,PC10,0.732739205877607,Proposed
1,8,LR,PC20,0.64254448450768,Proposed
1,8,PCA,PC10,0.70156746758125,Reference
1,8,PCA,PC20,0.559533242110348,Reference
1,8,PCP,PC10,0.976004441660566,Reference
1,8,PCP,PC20,0.734180722451474,Reference
1,8,PcaGrid,PC10,0.00207549712683891,Reference
1,8,PcaGrid,PC20,0.00278183164662815,Reference
1,8,PcaHubert,PC10,0.762051756806902,Reference
1,8,PcaHubert,PC20,0.624070507115725,Reference
1,8,Quad,PC10,0.741692884582062,Proposed
1,8,Quad,PC20,0.681350959482104,Proposed
1,8,Shell,PC10,0.710570564849285,Proposed
1,8,Shell,PC20,0.59225326748017,Proposed
1,8,Winsor,PC10,0.692868924832558,Proposed
1,8,Winsor,PC20,0.686935213027214,Proposed
1,9,Ball,PC10,0.646345777075825,Proposed
1,9,Ball,PC20,0.594518571698246,Proposed
1,9,K's tau,PC10,0.727128834656994,Reference
1,9,K's tau,PC20,0.714014281728297,Reference
1,9,LR,PC10,0.539704952111659,Proposed
1,9,LR,PC20,0.561057172407975,Proposed
1,9,PCA,PC10,0.541577541862938,Reference
1,9,PCA,PC20,0.579720253237691,Reference
1,9,PCP,PC10,0.968406956550107,Reference
1,9,PCP,PC20,0.556436949822414,Reference
1,9,PcaGrid,PC10,-0.00389514590315101,Reference
1,9,PcaGrid,PC20,0.00215690943694309,Reference
1,9,PcaHubert,PC10,0.704238405874204,Reference
1,9,PcaHubert,PC20,0.593393706223151,Reference
1,9,Quad,PC10,0.701069507759972,Proposed
1,9,Quad,PC20,0.520650738452989,Proposed
1,9,Shell,PC10,0.677202488043401,Proposed
1,9,Shell,PC20,0.51448094000658,Proposed
1,9,Winsor,PC10,0.577491700362927,Proposed
1,9,Winsor,PC20,0.575959265423939,Proposed
1,10,Ball,PC10,0.721901533465381,Proposed
1,10,Ball,PC20,0.702681716108009,Proposed
1,10,K's tau,PC10,0.796228337188654,Reference
1,10,K's tau,PC20,0.70551491822894,Reference
1,10,LR,PC10,0.844184129612677,Proposed
1,10,LR,PC20,0.710664671872053,Proposed
1,10,PCA,PC10,0.685849989656637,Reference
1,10,PCA,PC20,0.659824922171655,Reference
1,10,PCP,PC10,0.969058158742386,Reference
1,10,PCP,PC20,0.671217120538303,Reference
1,10,PcaGrid,PC10,0.00295220683306328,Reference
1,10,PcaGrid,PC20,0.00428405784246783,Reference
1,10,PcaHubert,PC10,0.697687011440435,Reference
1,10,PcaHubert,PC20,0.734188621268805,Reference
1,10,Quad,PC10,0.704936950495465,Proposed
1,10,Quad,PC20,0.668282795727661,Proposed
1,10,Shell,PC10,0.695350637921183,Proposed
1,10,Shell,PC20,0.662214111591488,Proposed
1,10,Winsor,PC10,0.708673917284936,Proposed
1,10,Winsor,PC20,0.669821783499735,Proposed
2,1,Ball,PC10,0.649973015848021,Proposed
2,1,Ball,PC20,0.644961749153446,Proposed
2,1,K's tau,PC10,0.622166122773149,Reference
2,1,K's tau,PC20,0.627917825940197,Reference
2,1,LR,PC10,0.66390950135651,Proposed
2,1,LR,PC20,0.643840908452039,Proposed
2,1,PCA,PC10,0.662593706086696,Reference
2,1,PCA,PC20,0.629353665809683,Reference
2,1,PCP,PC10,0.908736461188003,Reference
2,1,PCP,PC20,0.997465741266488,Reference
2,1,PcaGrid,PC10,0.00617274953922954,Reference
2,1,PcaGrid,PC20,0.00959206873728089,Reference
2,1,PcaHubert,PC10,0.716830059647626,Reference
2,1,PcaHubert,PC20,0.559312349894978,Reference
2,1,Quad,PC10,0.64392689459668,Proposed
2,1,Quad,PC20,0.526530863861125,Proposed
2,1,Shell,PC10,0.622665265869606,Proposed
2,1,Shell,PC20,0.612430103026773,Proposed
2,1,Winsor,PC10,0.523998597199351,Proposed
2,1,Winsor,PC20,0.536185563965463,Proposed
2,2,Ball,PC10,0.759567837683209,Proposed
2,2,Ball,PC20,0.564135447895922,Proposed
2,2,K's tau,PC10,0.780167979341998,Reference
2,2,K's tau,PC20,0.541786206681258,Reference
2,2,LR,PC10,0.679749497566471,Proposed
2,2,LR,PC20,0.533660209212194,Proposed
2,2,PCA,PC10,0.588801687246943,Reference
2,2,PCA,PC20,0.55421806907676,Reference
2,2,PCP,PC10,0.957887229867615,Reference
2,2,PCP,PC20,0.665212124821458,Reference
2,2,PcaGrid,PC10,0.00196388153160121,Reference
2,2,PcaGrid,PC20,-0.000337353671536626,Reference
2,2,PcaHubert,PC10,0.65011958029438,Reference
2,2,PcaHubert,PC20,0.512407544715268,Reference
2,2,Quad,PC10,0.609790252542718,Proposed
2,2,Quad,PC20,0.528403316765295,Proposed
2,2,Shell,PC10,0.688501551458923,Proposed
2,2,Shell,PC20,0.477893288279102,Proposed
2,2,Winsor,PC10,0.722739813530701,Proposed
2,2,Winsor,PC20,0.574698926401238,Proposed
2,3,Ball,PC10,0.518167364940284,Proposed
2,3,Ball,PC20,0.561495007941047,Proposed
2,3,K's tau,PC10,0.621318299172518,Reference
2,3,K's tau,PC20,0.571740235482048,Reference
2,3,LR,PC10,0.630699309823202,Proposed
2,3,LR,PC20,0.56832747694985,Proposed
2,3,PCA,PC10,0.619297073971773,Reference
2,3,PCA,PC20,0.459600051271785,Reference
2,3,PCP,PC10,0.994047269256002,Reference
2,3,PCP,PC20,0.63502375689066,Reference
2,3,PcaGrid,PC10,-0.00232333076589394,Reference
2,3,PcaGrid,PC20,-0.00231154279073606,Reference
2,3,PcaHubert,PC10,0.485613036910467,Reference
2,3,PcaHubert,PC20,0.690455372418639,Reference
2,3,Quad,PC10,0.649476970106394,Proposed
2,3,Quad,PC20,0.529083355375307,Proposed
2,3,Shell,PC10,0.652705248717896,Proposed
2,3,Shell,PC20,0.483817217120324,Proposed
2,3,Winsor,PC10,0.679127366186055,Proposed
2,3,Winsor,PC20,0.545497713289292,Proposed
2,4,Ball,PC10,0.710434001275603,Proposed
2,4,Ball,PC20,0.630939403643401,Proposed
2,4,K's tau,PC10,0.881467956782606,Reference
2,4,K's tau,PC20,0.69913266651023,Reference
2,4,LR,PC10,0.710025187704876,Proposed
2,4,LR,PC20,0.706610644298657,Proposed
2,4,PCA,PC10,0.461393077913981,Reference
2,4,PCA,PC20,0.537329198752108,Reference
2,4,PCP,PC10,0.994822209211735,Reference
2,4,PCP,PC20,0.993751258489382,Reference
2,4,PcaGrid,PC10,-0.00188752938063457,Reference
2,4,PcaGrid,PC20,0.000815365501977674,Reference
2,4,PcaHubert,PC10,0.700318469865744,Reference
2,4,PcaHubert,PC20,0.629129849460106,Reference
2,4,Quad,PC10,0.629626367327038,Proposed
2,4,Quad,PC20,0.551907773483526,Proposed
2,4,Shell,PC10,0.739191813364089,Proposed
2,4,Shell,PC20,0.56075041008773,Proposed
2,4,Winsor,PC10,0.71054657549385,Proposed
2,4,Winsor,PC20,0.56050141181267,Proposed
2,5,Ball,PC10,0.699035076329157,Proposed
2,5,Ball,PC20,0.712264289260189,Proposed
2,5,K's tau,PC10,0.804784845304474,Reference
2,5,K's tau,PC20,0.780066361005525,Reference
2,5,LR,PC10,0.645168820235999,Proposed
2,5,LR,PC20,0.666544073153901,Proposed
2,5,PCA,PC10,0.663310202480527,Reference
2,5,PCA,PC20,0.611945150807246,Reference
2,5,PCP,PC10,0.995267957971591,Reference
2,5,PCP,PC20,0.995267957971591,Reference
2,5,PcaGrid,PC10,0.00336018505797646,Reference
2,5,PcaGrid,PC20,-0.0024906434804601,Reference
2,5,PcaHubert,PC10,0.673348994632772,Reference
2,5,PcaHubert,PC20,0.652745610485172,Reference
2,5,Quad,PC10,0.659805230466634,Proposed
2,5,Quad,PC20,0.592714760481693,Proposed
2,5,Shell,PC10,0.676975402851533,Proposed
2,5,Shell,PC20,0.523172118645131,Proposed
2,5,Winsor,PC10,0.671430101876661,Proposed
2,5,Winsor,PC20,0.61695230841323,Proposed
2,6,Ball,PC10,0.62131461659884,Proposed
2,6,Ball,PC20,0.571980466428798,Proposed
2,6,K's tau,PC10,0.706675793003219,Reference
2,6,K's tau,PC20,0.622192818658142,Reference
2,6,LR,PC10,0.669214077695182,Proposed
2,6,LR,PC20,0.58914594262014,Proposed
2,6,PCA,PC10,0.631883995206026,Reference
2,6,PCA,PC20,0.565758881189202,Reference
2,6,PCP,PC10,0.948312458871694,Reference
2,6,PCP,PC20,0.65895442879116,Reference
2,6,PcaGrid,PC10,0.0138113434949822,Reference
2,6,PcaGrid,PC20,0.0131705094523132,Reference
2,6,PcaHubert,PC10,0.725851316010541,Reference
2,6,PcaHubert,PC20,0.57491333262434,Reference
2,6,Quad,PC10,0.63057062171987,Proposed
2,6,Quad,PC20,0.563492705504776,Proposed
2,6,Shell,PC10,0.597418649600778,Proposed
2,6,Shell,PC20,0.589259715568815,Proposed
2,6,Winsor,PC10,0.576687073988014,Proposed
2,6,Winsor,PC20,0.567271893411791,Proposed
2,7,Ball,PC10,0.536565171029888,Proposed
2,7,Ball,PC20,0.610886753041603,Proposed
2,7,K's tau,PC10,0.741342624131127,Reference
2,7,K's tau,PC20,0.62282291706057,Reference
2,7,LR,PC10,0.554869299393759,Proposed
2,7,LR,PC20,0.60813198943708,Proposed
2,7,PCA,PC10,0.632621871382035,Reference
2,7,PCA,PC20,0.555953558771862,Reference
2,7,PCP,PC10,0.99624634302971,Reference
2,7,PCP,PC20,0.99624634302971,Reference
2,7,PcaGrid,PC10,0.00345155686289,Reference
2,7,PcaGrid,PC20,-0.000735949077417532,Reference
2,7,PcaHubert,PC10,0.754498675967785,Reference
2,7,PcaHubert,PC20,0.623255562437266,Reference
2,7,Quad,PC10,0.654743606905384,Proposed
2,7,Quad,PC20,0.512121431932266,Proposed
2,7,Shell,PC10,0.538082620744691,Proposed
2,7,Shell,PC20,0.575600177647232,Proposed
2,7,Winsor,PC10,0.633295965993841,Proposed
2,7,Winsor,PC20,0.597385121881815,Proposed
2,8,Ball,PC10,0.618280323356187,Proposed
2,8,Ball,PC20,0.609701848778903,Proposed
2,8,K's tau,PC10,0.600674498995321,Reference
2,8,K's tau,PC20,0.612740853768635,Reference
2,8,LR,PC10,0.607954785560763,Proposed
2,8,LR,PC20,0.530077562196096,Proposed
2,8,PCA,PC10,0.562763296308157,Reference
2,8,PCA,PC20,0.45412957766274,Reference
2,8,PCP,PC10,0.99786470364986,Reference
2,8,PCP,PC20,0.736843771454066,Reference
2,8,PcaGrid,PC10,0.0265747703274097,Reference
2,8,PcaGrid,PC20,0.00423685863216499,Reference
2,8,PcaHubert,PC10,0.661865515285127,Reference
2,8,PcaHubert,PC20,0.485764777273599,Reference
2,8,Quad,PC10,0.600901375957571,Proposed
2,8,Quad,PC20,0.454505134876466,Proposed
2,8,Shell,PC10,0.612406137214428,Proposed
2,8,Shell,PC20,0.600468937502208,Proposed
2,8,Winsor,PC10,0.66076287428874,Proposed
2,8,Winsor,PC20,0.570427580579594,Proposed
2,9,Ball,PC10,0.892281729131083,Proposed
2,9,Ball,PC20,0.592420465842923,Proposed
2,9,K's tau,PC10,0.921825461965406,Reference
2,9,K's tau,PC20,0.669478129593638,Reference
2,9,LR,PC10,0.760392651456776,Proposed
2,9,LR,PC20,0.455062978711537,Proposed
2,9,PCA,PC10,0.581071954470798,Reference
2,9,PCA,PC20,0.530392892384343,Reference
2,9,PCP,PC10,0.748143933542571,Reference
2,9,PCP,PC20,0.995675011356343,Reference
2,9,PcaGrid,PC10,0.00267759316434008,Reference
2,9,PcaGrid,PC20,0.0024593275730639,Reference
2,9,PcaHubert,PC10,0.731942832705151,Reference
2,9,PcaHubert,PC20,0.690923753016369,Reference
2,9,Quad,PC10,0.613998936655412,Proposed
2,9,Quad,PC20,0.471053963973251,Proposed
2,9,Shell,PC10,0.742797760491367,Proposed
2,9,Shell,PC20,0.576231251213055,Proposed
2,9,Winsor,PC10,0.703262497690365,Proposed
2,9,Winsor,PC20,0.446536810552722,Proposed
2,10,Ball,PC10,0.727205465056585,Proposed
2,10,Ball,PC20,0.549316235043006,Proposed
2,10,K's tau,PC10,0.806127897130727,Reference
2,10,K's tau,PC20,0.528444061801882,Reference
2,10,LR,PC10,0.684985364100877,Proposed
2,10,LR,PC20,0.547306578031767,Proposed
2,10,PCA,PC10,0.543153532239604,Reference
2,10,PCA,PC20,0.538296240460015,Reference
2,10,PCP,PC10,0.880064082905519,Reference
2,10,PCP,PC20,0.858714778835428,Reference
2,10,PcaGrid,PC10,0.00113874660448447,Reference
2,10,PcaGrid,PC20,-0.000220602081430539,Reference
2,10,PcaHubert,PC10,0.660985916023537,Reference
2,10,PcaHubert,PC20,0.55852226196819,Reference
2,10,Quad,PC10,0.510441607617618,Proposed
2,10,Quad,PC20,0.524801299518768,Proposed
2,10,Shell,PC10,0.545829312907713,Proposed
2,10,Shell,PC20,0.5452271396689,Proposed
2,10,Winsor,PC10,0.680821414947575,Proposed
2,10,Winsor,PC20,0.56444428128611,Proposed
3,1,Ball,PC10,0.662968482601843,Proposed
3,1,Ball,PC20,0.729224857828798,Proposed
3,1,K's tau,PC10,0.632874581584657,Reference
3,1,K's tau,PC20,0.65691541958642,Reference
3,1,LR,PC10,0.697839091778134,Proposed
3,1,LR,PC20,0.617389483800268,Proposed
3,1,PCA,PC10,0.533360795949006,Reference
3,1,PCA,PC20,0.63288257484955,Reference
3,1,PCP,PC10,0.98456843280416,Reference
3,1,PCP,PC20,0.516802141789483,Reference
3,1,PcaGrid,PC10,0.0021408778703118,Reference
3,1,PcaGrid,PC20,-3.54024082936494e-05,Reference
3,1,PcaHubert,PC10,0.73269917635565,Reference
3,1,PcaHubert,PC20,0.640802971440202,Reference
3,1,Quad,PC10,0.660871299556971,Proposed
3,1,Quad,PC20,0.556757368492847,Proposed
3,1,Shell,PC10,0.535988166865264,Proposed
3,1,Shell,PC20,0.587335442233569,Proposed
3,1,Winsor,PC10,0.648323568827025,Proposed
3,1,Winsor,PC20,0.620783528873109,Proposed
3,2,Ball,PC10,0.652418765375392,Proposed
3,2,Ball,PC20,0.725105910958899,Proposed
3,2,K's tau,PC10,0.747776730431087,Reference
3,2,K's tau,PC20,0.734797508846041,Reference
3,2,LR,PC10,0.739325630060522,Proposed
3,2,LR,PC20,0.73555235392468,Proposed
3,2,PCA,PC10,0.711805220610152,Reference
3,2,PCA,PC20,0.709384148309555,Reference
3,2,PCP,PC10,0.992031785680697,Reference
3,2,PCP,PC20,0.60914422520273,Reference
3,2,PcaGrid,PC10,-0.00360892631316822,Reference
3,2,PcaGrid,PC20,0.0137197186168553,Reference
3,2,PcaHubert,PC10,0.721291237100303,Reference
3,2,PcaHubert,PC20,0.746729481798394,Reference
3,2,Quad,PC10,0.656722059587068,Proposed
3,2,Quad,PC20,0.700557068180357,Proposed
3,2,Shell,PC10,0.726418575925279,Proposed
3,2,Shell,PC20,0.643153453128318,Proposed
3,2,Winsor,PC10,0.74329076405784,Proposed
3,2,Winsor,PC20,0.660365794558356,Proposed
3,3,Ball,PC10,0.838484764875521,Proposed
3,3,Ball,PC20,0.615557103193817,Proposed
3,3,K's tau,PC10,0.784703844200617,Reference
3,3,K's tau,PC20,0.850988773056212,Reference
3,3,LR,PC10,0.772172292182533,Proposed
3,3,LR,PC20,0.654923074115747,Proposed
3,3,PCA,PC10,0.573108045401891,Reference
3,3,PCA,PC20,0.666181879505774,Reference
3,3,PCP,PC10,0.985384228527649,Reference
3,3,PCP,PC20,0.847503287456662,Reference
3,3,PcaGrid,PC10,0.00450101639531127,Reference
3,3,PcaGrid,PC20,-0.00138953958877199,Reference
3,3,PcaHubert,PC10,0.974733851417854,Reference
3,3,PcaHubert,PC20,0.68378410575651,Reference
3,3,Quad,PC10,0.616667299170809,Proposed
3,3,Quad,PC20,0.668955561008697,Proposed
3,3,Shell,PC10,0.823494726760615,Proposed
3,3,Shell,PC20,0.648196840984163,Proposed
3,3,Winsor,PC10,0.607858703941202,Proposed
3,3,Winsor,PC20,0.644281401156436,Proposed
3,4,Ball,PC10,0.979845654897094,Proposed
3,4,Ball,PC20,0.628153217987888,Proposed
3,4,K's tau,PC10,0.979176230389885,Reference
3,4,K's tau,PC20,0.860522737819859,Reference
3,4,LR,PC10,0.717419494860697,Proposed
3,4,LR,PC20,0.671976450766669,Proposed
3,4,PCA,PC10,0.674910996918897,Reference
3,4,PCA,PC20,0.645970192445835,Reference
3,4,PCP,PC10,0.983556887836582,Reference
3,4,PCP,PC20,0.824308345442267,Reference
3,4,PcaGrid,PC10,0.00322658270561251,Reference
3,4,PcaGrid,PC20,0.00611404342370694,Reference
3,4,PcaHubert,PC10,0.817037074277963,Reference
3,4,PcaHubert,PC20,0.66885413750369,Reference
3,4,Quad,PC10,0.662688279488014,Proposed
3,4,Quad,PC20,0.540848837076781,Proposed
3,4,Shell,PC10,0.669421205801864,Proposed
3,4,Shell,PC20,0.60382380191363,Proposed
3,4,Winsor,PC10,0.632467843240978,Proposed
3,4,Winsor,PC20,0.512546259215034,Proposed
3,5,Ball,PC10,0.869048167903299,Proposed
3,5,Ball,PC20,0.658502209502939,Proposed
3,5,K's tau,PC10,0.98992428808477,Reference
3,5,K's tau,PC20,0.776219165890829,Reference
3,5,LR,PC10,0.674316541567412,Proposed
3,5,LR,PC20,0.672078638737375,Proposed
3,5,PCA,PC10,0.652586432659606,Reference
3,5,PCA,PC20,0.673420951806328,Reference
3,5,PCP,PC10,0.992858799119686,Reference
3,5,PCP,PC20,0.633128249367493,Reference
3,5,PcaGrid,PC10,-0.000108533922820536,Reference
3,5,PcaGrid,PC20,0.00282244155041797,Reference
3,5,PcaHubert,PC10,0.849868779634991,Reference
3,5,PcaHubert,PC20,0.437414704285886,Reference
3,5,Quad,PC10,0.697415590534942,Proposed
3,5,Quad,PC20,0.662531902113549,Proposed
3,5,Shell,PC10,0.682104719145008,Proposed
3,5,Shell,PC20,0.561062198075783,Proposed
3,5,Winsor,PC10,0.716081984500036,Proposed
3,5,Winsor,PC20,0.650021914177553,Proposed
3,6,Ball,PC10,0.73187812751872,Proposed
3,6,Ball,PC20,0.640046243621975,Proposed
3,6,K's tau,PC10,0.745282227477436,Reference
3,6,K's tau,PC20,0.719447582608351,Reference
3,6,LR,PC10,0.722722870701844,Proposed
3,6,LR,PC20,0.637205269954712,Proposed
3,6,PCA,PC10,0.584215692025678,Reference
3,6,PCA,PC20,0.769334271128633,Reference
3,6,PCP,PC10,0.976533290332046,Reference
3,6,PCP,PC20,0.720098701285913,Reference
3,6,PcaGrid,PC10,0.000568233196463878,Reference
3,6,PcaGrid,PC20,-0.00136495873561134,Reference
3,6,PcaHubert,PC10,0.685812201461885,Reference
3,6,PcaHubert,PC20,0.852648913384334,Reference
3,6,Quad,PC10,0.720990297338163,Proposed
3,6,Quad,PC20,0.656251538083166,Proposed
3,6,Shell,PC10,0.642251397762456,Proposed
3,6,Shell,PC20,0.629943193750672,Proposed
3,6,Winsor,PC10,0.649911027136931,Proposed
3,6,Winsor,PC20,0.678564312715865,Proposed
3,7,Ball,PC10,0.815594112031088,Proposed
3,7,Ball,PC20,0.632157210039365,Proposed
3,7,K's tau,PC10,0.72718378311612,Reference
3,7,K's tau,PC20,0.651397471995119,Reference
3,7,LR,PC10,0.818498548092773,Proposed
3,7,LR,PC20,0.55401158324869,Proposed
3,7,PCA,PC10,0.620183787423914,Reference
3,7,PCA,PC20,0.617901062703388,Reference
3,7,PCP,PC10,0.978330592061371,Reference
3,7,PCP,PC20,0.672892721169154,Reference
3,7,PcaGrid,PC10,0.00134807227165797,Reference
3,7,PcaGrid,PC20,-0.00190174728170806,Reference
3,7,PcaHubert,PC10,0.732512151012738,Reference
3,7,PcaHubert,PC20,0.552531655401857,Reference
3,7,Quad,PC10,0.593917496589695,Proposed
3,7,Quad,PC20,0.611833145753537,Proposed
3,7,Shell,PC10,0.571390170687603,Proposed
3,7,Shell,PC20,0.634937389260445,Proposed
3,7,Winsor,PC10,0.615648185167177,Proposed
3,7,Winsor,PC20,0.617240666432056,Proposed
3,8,Ball,PC10,0.980159196237369,Proposed
3,8,Ball,PC20,0.601221271501659,Proposed
3,8,K's tau,PC10,0.981037000877992,Reference
3,8,K's tau,PC20,0.982264299856255,Reference
3,8,LR,PC10,0.732739205877607,Proposed
3,8,LR,PC20,0.64254448450768,Proposed
3,8,PCA,PC10,0.70156746758125,Reference
3,8,PCA,PC20,0.559533242110348,Reference
3,8,PCP,PC10,0.976004441660566,Reference
3,8,PCP,PC20,0.734180722451474,Reference
