Metric,PerturbationCondition,Level,Method,Mean,SD,N
NMI,Shifted-cell fraction,8%,PcaGrid,0.00713426709175782,0.0022147626905385,10
NMI,Shifted-cell fraction,8%,PcaHubert,0.900562620048371,0.0473241200849829,10
NMI,Shifted-cell fraction,8%,PCP,0.926358648749676,0.0436590971229106,10
NMI,Shifted-cell fraction,8%,K's tau,0.934219209133196,0.0253461202352188,10
NMI,Shifted-cell fraction,8%,Winsor,0.930459688505614,0.0300347338666331,10
NMI,Shifted-cell fraction,8%,Quad,0.93445716702057,0.0287709520183554,10
NMI,Shifted-cell fraction,8%,Ball,0.933621821679201,0.0261306804626961,10
NMI,Shifted-cell fraction,8%,Shell,0.93451891547938,0.0254963804579291,10
NMI,Shifted-cell fraction,8%,LR,0.932888457977957,0.0274241855372912,10
NMI,Shifted-cell fraction,10%,PCA,0.929141373846114,0.025127197515621,10
NMI,Shifted-cell fraction,10%,PcaGrid,0.00745141872741106,0.00261781229312037,10
NMI,Shifted-cell fraction,10%,PcaHubert,0.894134396359201,0.0554829324567986,10
NMI,Shifted-cell fraction,10%,PCP,0.902768274404158,0.062509558149044,10
NMI,Shifted-cell fraction,10%,K's tau,0.934350719496376,0.0249835639593116,10
NMI,Shifted-cell fraction,10%,Winsor,0.932714124768794,0.0243996439111693,10
NMI,Shifted-cell fraction,10%,Quad,0.930283917443595,0.0246358482685922,10
NMI,Shifted-cell fraction,10%,Ball,0.93126396376625,0.0264284464691771,10
NMI,Shifted-cell fraction,10%,Shell,0.929204559455673,0.0281049638580117,10
