BaseID,Replicate,ParamID,Condition,dropout_mid,doublet_frac,cell_frac,meanlog,Method,PCwisePC10,PCwisePC20
1,3,5,dropout,2,,,,PcaGrid,0.000616875793360351,0.000502518371579991
1,3,5,dropout,2,,,,PcaHubert,0.294044753255051,0.159905063373631
1,3,5,dropout,2,,,,Quad,0.312390866441608,0.165615344477543
1,3,5,dropout,2,,,,Shell,0.307141526405027,0.164788598213877
1,3,5,dropout,2,,,,Winsor,0.318815306801475,0.166827241301757
1,4,5,dropout,2,,,,Ball,0.267604006088255,0.144120963229864
1,4,5,dropout,2,,,,K's tau,0.277492059195745,0.146208827398586
1,4,5,dropout,2,,,,LR,0.272295685531468,0.142592227931187
1,4,5,dropout,2,,,,PCA,0.273240501152576,0.146201991633603
1,4,5,dropout,2,,,,PCP,0.0909710873708022,0.0481186971107329
1,4,5,dropout,2,,,,PcaGrid,0.00567689931051956,0.00332582016374671
1,4,5,dropout,2,,,,PcaHubert,0.253685616123027,0.138959950568242
1,4,5,dropout,2,,,,Quad,0.273508914033917,0.146360398707589
1,4,5,dropout,2,,,,Shell,0.272097835636928,0.146797711565945
1,4,5,dropout,2,,,,Winsor,0.272366300116175,0.147663129292709
1,5,5,dropout,2,,,,Ball,0.317514933283987,0.168859616685857
1,5,5,dropout,2,,,,K's tau,0.339869572219007,0.177608124025722
1,5,5,dropout,2,,,,LR,0.33124865903291,0.176400814255096
1,5,5,dropout,2,,,,PCA,0.335201197157543,0.177364181327781
1,5,5,dropout,2,,,,PCP,0.181656582858836,0.0968729931901749
1,5,5,dropout,2,,,,PcaGrid,0.00106268526392478,0.000757839303639273
1,5,5,dropout,2,,,,PcaHubert,0.312975450665005,0.164852117963484
1,5,5,dropout,2,,,,Quad,0.337681439632443,0.182795794012785
1,5,5,dropout,2,,,,Shell,0.33464802513474,0.177264475028105
1,5,5,dropout,2,,,,Winsor,0.338801450375808,0.18323123624618
1,6,5,dropout,2,,,,Ball,0.283932819810151,0.151941216037105
1,6,5,dropout,2,,,,K's tau,0.278917128062088,0.148434669633612
1,6,5,dropout,2,,,,LR,0.288294879617095,0.151625835082348
1,6,5,dropout,2,,,,PCA,0.27293134905771,0.143710169873445
1,6,5,dropout,2,,,,PCP,0.137718250887664,0.0730828450834165
1,6,5,dropout,2,,,,PcaGrid,0.0015333050544788,0.00154793713087878
1,6,5,dropout,2,,,,PcaHubert,0.253977559753158,0.137916735574636
1,6,5,dropout,2,,,,Quad,0.279865498335022,0.150858859534014
1,6,5,dropout,2,,,,Shell,0.285024249068401,0.148377171009036
1,6,5,dropout,2,,,,Winsor,0.27955468763696,0.148292320463284
1,7,5,dropout,2,,,,Ball,0.30668325909339,0.161102485337708
1,7,5,dropout,2,,,,K's tau,0.304463744342559,0.162126182137363
1,7,5,dropout,2,,,,LR,0.306419988502271,0.160952330398937
1,7,5,dropout,2,,,,PCA,0.298132474011595,0.156111792303586
1,7,5,dropout,2,,,,PCP,0.166220124796806,0.0899753974227158
1,7,5,dropout,2,,,,PcaGrid,0.000861894824551911,0.00135256637831713
1,7,5,dropout,2,,,,PcaHubert,0.286359080309019,0.149861440878303
1,7,5,dropout,2,,,,Quad,0.300310300639618,0.158984284875403
1,7,5,dropout,2,,,,Shell,0.301127530210611,0.161392168609827
1,7,5,dropout,2,,,,Winsor,0.298281595956567,0.15738115187174
1,8,5,dropout,2,,,,Ball,0.304177646284522,0.164902269191889
1,8,5,dropout,2,,,,K's tau,0.309845296640962,0.169071954728079
1,8,5,dropout,2,,,,LR,0.302979697919753,0.158911650663162
1,8,5,dropout,2,,,,PCA,0.304778884055305,0.160116106839759
1,8,5,dropout,2,,,,PCP,0.140029870173457,0.0750758476083296
1,8,5,dropout,2,,,,PcaGrid,0.000916242460306771,0.00063601040451943
1,8,5,dropout,2,,,,PcaHubert,0.253510967549502,0.142006461247269
1,8,5,dropout,2,,,,Quad,0.305522519125186,0.160432330821779
1,8,5,dropout,2,,,,Shell,0.303485915478279,0.160506277607872
1,8,5,dropout,2,,,,Winsor,0.305497643179368,0.163204214895744
1,9,5,dropout,2,,,,Ball,0.301132123316295,0.160765524859692
1,9,5,dropout,2,,,,K's tau,0.314073571446951,0.170164705969047
1,9,5,dropout,2,,,,LR,0.307187059675597,0.164195033422861
1,9,5,dropout,2,,,,PCA,0.308945363270549,0.159376788570419
1,9,5,dropout,2,,,,PCP,0.125004023165261,0.0662287304265118
1,9,5,dropout,2,,,,PcaGrid,0.00275759875508737,0.00222629986368775
1,9,5,dropout,2,,,,PcaHubert,0.300670746366695,0.162269247430016
1,9,5,dropout,2,,,,Quad,0.309725828890701,0.16010959283126
1,9,5,dropout,2,,,,Shell,0.309602711850309,0.164556183419118
1,9,5,dropout,2,,,,Winsor,0.309179556203775,0.159621781389791
1,10,5,dropout,2,,,,Ball,0.275879079554773,0.146004630090428
1,10,5,dropout,2,,,,K's tau,0.293812165677383,0.154914634868087
1,10,5,dropout,2,,,,LR,0.286903437961394,0.15554919693197
1,10,5,dropout,2,,,,PCA,0.291022754149552,0.153306247195381
1,10,5,dropout,2,,,,PCP,0.139499781633714,0.0736405654786564
1,10,5,dropout,2,,,,PcaGrid,0.00297423198470414,0.00214626459120979
1,10,5,dropout,2,,,,PcaHubert,0.272433994111073,0.146408630380441
1,10,5,dropout,2,,,,Quad,0.29101117572823,0.152668235653924
1,10,5,dropout,2,,,,Shell,0.28777593017029,0.153452193865196
1,10,5,dropout,2,,,,Winsor,0.290330559390603,0.151273979732255
1,1,6,dropout,3,,,,Ball,0.235516487148637,0.126339402940841
1,1,6,dropout,3,,,,K's tau,0.224034477977568,0.123811853981933
1,1,6,dropout,3,,,,LR,0.226949026558559,0.125507241752285
1,1,6,dropout,3,,,,PCA,0.226630596952614,0.123245331979815
1,1,6,dropout,3,,,,PCP,0.0815884906662806,0.044674236096487
1,1,6,dropout,3,,,,PcaGrid,0.00144856990586179,0.00163770895507774
